ideTarifaMediaFornecimento,nomClasseConsumo,nomRegiao,vlrConsumoMWh,mesReferencia,anoReferencia,dthProcessamento,
1450,Serviço Público (tração elétrica),Sul,239.62,9,2014,13/09/2017 00:00:00,
1451,Serviço Público (tração elétrica),Sul,411.76,9,2015,13/09/2017 00:00:00,
1452,Serviço Público (tração elétrica),Sul,410.98,9,2016,13/09/2017 00:00:00,
1453,Totais por Região,Brasil,255.34,12,2013,13/09/2017 00:00:00,
1454,Totais por Região,Brasil,276.25,12,2014,13/09/2017 00:00:00,
1455,Totais por Região,Brasil,390.12,12,2015,13/09/2017 00:00:00,
1456,Totais por Região,Brasil,418.47,12,2016,13/09/2017 00:00:00,
1457,Totais por Região,Brasil,254.62,3,2014,13/09/2017 00:00:00,
1458,Totais por Região,Brasil,331.77,3,2015,13/09/2017 00:00:00,
1459,Totais por Região,Brasil,427.68,3,2016,13/09/2017 00:00:00,
1460,Totais por Região,Brasil,414.58,3,2017,13/09/2017 00:00:00,
1461,Totais por Região,Brasil,247.56,6,2013,13/09/2017 00:00:00,
1462,Totais por Região,Brasil,259.46,6,2014,13/09/2017 00:00:00,
1463,Totais por Região,Brasil,365.52,6,2015,13/09/2017 00:00:00,
1464,Totais por Região,Brasil,419.99,6,2016,13/09/2017 00:00:00,
1465,Totais por Região,Brasil,248.29,9,2013,13/09/2017 00:00:00,
1466,Totais por Região,Brasil,252.73,9,2014,13/09/2017 00:00:00,
1467,Totais por Região,Brasil,381.29,9,2015,13/09/2017 00:00:00,
1468,Totais por Região,Brasil,499.39,9,2016,13/09/2017 00:00:00,
1469,Totais por Região,Centro-Oeste,259.81,12,2013,13/09/2017 00:00:00,
1470,Totais por Região,Centro-Oeste,273.63,12,2014,13/09/2017 00:00:00,
1471,Totais por Região,Centro-Oeste,389.43,12,2015,13/09/2017 00:00:00,
1472,Totais por Região,Centro-Oeste,379.62,12,2016,13/09/2017 00:00:00,
1473,Totais por Região,Centro-Oeste,257.33,3,2014,13/09/2017 00:00:00,
1474,Totais por Região,Centro-Oeste,336.60,3,2015,13/09/2017 00:00:00,
1475,Totais por Região,Centro-Oeste,418.22,3,2016,13/09/2017 00:00:00,
1476,Totais por Região,Centro-Oeste,423.28,3,2017,13/09/2017 00:00:00,
1477,Totais por Região,Centro-Oeste,251.34,6,2013,13/09/2017 00:00:00,
1478,Totais por Região,Centro-Oeste,260.66,6,2014,13/09/2017 00:00:00,
1479,Totais por Região,Centro-Oeste,365.23,6,2015,13/09/2017 00:00:00,
1480,Totais por Região,Centro-Oeste,410.20,6,2016,13/09/2017 00:00:00,
1481,Totais por Região,Centro-Oeste,246.27,9,2013,13/09/2017 00:00:00,
1482,Totais por Região,Centro-Oeste,255.07,9,2014,13/09/2017 00:00:00,
1483,Totais por Região,Centro-Oeste,381.32,9,2015,13/09/2017 00:00:00,
1484,Totais por Região,Centro-Oeste,373.88,9,2016,13/09/2017 00:00:00,
1485,Totais por Região,Nordeste,134.32,12,2013,13/09/2017 00:00:00,
1486,Totais por Região,Nordeste,269.28,12,2014,13/09/2017 00:00:00,
1487,Totais por Região,Nordeste,338.29,12,2015,13/09/2017 00:00:00,
1488,Totais por Região,Nordeste,457.15,12,2016,13/09/2017 00:00:00,
1489,Totais por Região,Nordeste,134.32,3,2014,13/09/2017 00:00:00,
1490,Totais por Região,Nordeste,308.50,3,2015,13/09/2017 00:00:00,
1491,Totais por Região,Nordeste,355.32,3,2016,13/09/2017 00:00:00,
1492,Totais por Região,Nordeste,384.96,3,2017,13/09/2017 00:00:00,
1493,Totais por Região,Nordeste,134.32,6,2013,13/09/2017 00:00:00,
1494,Totais por Região,Nordeste,134.32,6,2014,13/09/2017 00:00:00,
1495,Totais por Região,Nordeste,326.03,6,2015,13/09/2017 00:00:00,
1496,Totais por Região,Nordeste,373.93,6,2016,13/09/2017 00:00:00,
1497,Totais por Região,Nordeste,134.32,9,2013,13/09/2017 00:00:00,
1498,Totais por Região,Nordeste,251.03,9,2014,13/09/2017 00:00:00,
1499,Totais por Região,Nordeste,334.24,9,2015,13/09/2017 00:00:00,
1500,Totais por Região,Nordeste,439.87,9,2016,13/09/2017 00:00:00,
1501,Totais por Região,Norte,251.41,12,2013,13/09/2017 00:00:00,
1502,Totais por Região,Norte,303.77,12,2014,13/09/2017 00:00:00,
1503,Totais por Região,Norte,368.81,12,2015,13/09/2017 00:00:00,
1504,Totais por Região,Norte,423.66,12,2016,13/09/2017 00:00:00,
1505,Totais por Região,Norte,251.41,3,2014,13/09/2017 00:00:00,
1506,Totais por Região,Norte,349.05,3,2015,13/09/2017 00:00:00,
1507,Totais por Região,Norte,411.48,3,2016,13/09/2017 00:00:00,
1508,Totais por Região,Norte,474.72,3,2017,13/09/2017 00:00:00,
1509,Totais por Região,Norte,251.41,6,2013,13/09/2017 00:00:00,
1510,Totais por Região,Norte,251.41,6,2014,13/09/2017 00:00:00,
1511,Totais por Região,Norte,360.52,6,2015,13/09/2017 00:00:00,
1512,Totais por Região,Norte,412.57,6,2016,13/09/2017 00:00:00,
1513,Totais por Região,Norte,251.41,9,2013,13/09/2017 00:00:00,
1514,Totais por Região,Norte,269.73,9,2014,13/09/2017 00:00:00,
1515,Totais por Região,Norte,361.81,9,2015,13/09/2017 00:00:00,
1516,Totais por Região,Norte,435.46,9,2016,13/09/2017 00:00:00,
1517,Totais por Região,Sudeste,142.62,12,2013,13/09/2017 00:00:00,
1518,Totais por Região,Sudeste,280.68,12,2014,13/09/2017 00:00:00,
1519,Totais por Região,Sudeste,412.58,12,2015,13/09/2017 00:00:00,
1520,Totais por Região,Sudeste,389.48,12,2016,13/09/2017 00:00:00,
1521,Totais por Região,Sudeste,142.62,3,2014,13/09/2017 00:00:00,
1522,Totais por Região,Sudeste,342.24,3,2015,13/09/2017 00:00:00,
1523,Totais por Região,Sudeste,452.47,3,2016,13/09/2017 00:00:00,
1524,Totais por Região,Sudeste,426.79,3,2017,13/09/2017 00:00:00,
1525,Totais por Região,Sudeste,142.62,6,2013,13/09/2017 00:00:00,
1526,Totais por Região,Sudeste,142.62,6,2014,13/09/2017 00:00:00,
1527,Totais por Região,Sudeste,383.57,6,2015,13/09/2017 00:00:00,
1528,Totais por Região,Sudeste,443.32,6,2016,13/09/2017 00:00:00,
1529,Totais por Região,Sudeste,142.62,9,2013,13/09/2017 00:00:00,
1530,Totais por Região,Sudeste,259.04,9,2014,13/09/2017 00:00:00,
1531,Totais por Região,Sudeste,402.23,9,2015,13/09/2017 00:00:00,
1532,Totais por Região,Sudeste,390.67,9,2016,13/09/2017 00:00:00,
1533,Totais por Região,Sul,188.76,12,2013,13/09/2017 00:00:00,
1534,Totais por Região,Sul,264.16,12,2014,13/09/2017 00:00:00,
1535,Totais por Região,Sul,392.12,12,2015,13/09/2017 00:00:00,
1536,Totais por Região,Sul,389.48,12,2016,13/09/2017 00:00:00,
1537,Totais por Região,Sul,188.76,3,2014,13/09/2017 00:00:00,
1538,Totais por Região,Sul,320.59,3,2015,13/09/2017 00:00:00,
1539,Totais por Região,Sul,445.22,3,2016,13/09/2017 00:00:00,
1540,Totais por Região,Sul,392.85,3,2017,13/09/2017 00:00:00,
1541,Totais por Região,Sul,188.76,6,2013,13/09/2017 00:00:00,
1542,Totais por Região,Sul,188.76,6,2014,13/09/2017 00:00:00,
1543,Totais por Região,Sul,359.91,6,2015,13/09/2017 00:00:00,
1544,Totais por Região,Sul,418.33,6,2016,13/09/2017 00:00:00,
1545,Totais por Região,Sul,188.76,9,2013,13/09/2017 00:00:00,
1546,Totais por Região,Sul,232.52,9,2014,13/09/2017 00:00:00,
1547,Totais por Região,Sul,380.91,9,2015,13/09/2017 00:00:00,
1548,Totais por Região,Sul,390.67,9,2016,13/09/2017 00:00:00,
1549,Total por Região,Brasil,299.34,12,2012,13/09/2017 00:00:00,
1550,Total por Região,Brasil,423.86,3,2003,13/09/2017 00:00:00,
1551,Total por Região,Brasil,257.94,3,2012,13/09/2017 00:00:00,
1552,Total por Região,Brasil,249.87,3,2013,13/09/2017 00:00:00,
1553,Total por Região,Brasil,257.94,6,2012,13/09/2017 00:00:00,
1554,Total por Região,Brasil,293.85,9,2012,13/09/2017 00:00:00,
1555,Total por Região,Centro-Oeste,314.97,12,2012,13/09/2017 00:00:00,
1556,Total por Região,Centro-Oeste,424.38,3,2003,13/09/2017 00:00:00,
1557,Total por Região,Centro-Oeste,281.67,3,2012,13/09/2017 00:00:00,
1558,Total por Região,Centro-Oeste,269.60,3,2013,13/09/2017 00:00:00,
1559,Total por Região,Centro-Oeste,281.67,6,2012,13/09/2017 00:00:00,
1560,Total por Região,Centro-Oeste,280.26,9,2012,13/09/2017 00:00:00,
1561,Total por Região,Nordeste,299.37,12,2012,13/09/2017 00:00:00,
1562,Total por Região,Nordeste,351.24,3,2003,13/09/2017 00:00:00,
1563,Total por Região,Nordeste,252.45,3,2012,13/09/2017 00:00:00,
1564,Total por Região,Nordeste,255.04,3,2013,13/09/2017 00:00:00,
1565,Total por Região,Nordeste,252.45,6,2012,13/09/2017 00:00:00,
1566,Total por Região,Nordeste,297.85,9,2012,13/09/2017 00:00:00,
1567,Total por Região,Norte,328.27,12,2012,13/09/2017 00:00:00,
1568,Total por Região,Norte,416.97,3,2003,13/09/2017 00:00:00,
1569,Total por Região,Norte,288.34,3,2012,13/09/2017 00:00:00,
1570,Total por Região,Norte,281.76,3,2013,13/09/2017 00:00:00,
1571,Total por Região,Norte,288.34,6,2012,13/09/2017 00:00:00,
1572,Total por Região,Norte,316.11,9,2012,13/09/2017 00:00:00,
1573,Total por Região,Sudeste,302.38,12,2012,13/09/2017 00:00:00,
1574,Total por Região,Sudeste,448.61,3,2003,13/09/2017 00:00:00,
1575,Total por Região,Sudeste,286.68,3,2012,13/09/2017 00:00:00,
1576,Total por Região,Sudeste,263.66,3,2013,13/09/2017 00:00:00,
1577,Total por Região,Sudeste,286.68,6,2012,13/09/2017 00:00:00,
1578,Total por Região,Sudeste,296.72,9,2012,13/09/2017 00:00:00,
1579,Total por Região,Sul,278.09,12,2012,13/09/2017 00:00:00,
1580,Total por Região,Sul,437.01,3,2003,13/09/2017 00:00:00,
1581,Total por Região,Sul,200.42,3,2012,13/09/2017 00:00:00,
1582,Total por Região,Sul,197.07,3,2013,13/09/2017 00:00:00,
1583,Total por Região,Sul,0.42,6,2012,13/09/2017 00:00:00,
1584,Total por Região,Sul,282.30,9,2012,13/09/2017 00:00:00,
1585, Serviços e Outras,Brasil,442.94,6,2017,10/10/2017 00:00:00,
1586, Serviços e Outras,Centro-Oeste,449.62,6,2017,10/10/2017 00:00:00,
1587, Serviços e Outras,Nordeste,429.86,6,2017,10/10/2017 00:00:00,
1588, Serviços e Outras,Norte,499.48,6,2017,10/10/2017 00:00:00,
1589, Serviços e Outras,Sudeste,445.52,6,2017,10/10/2017 00:00:00,
1590, Serviços e Outras,Sul,424.47,6,2017,10/10/2017 00:00:00,
1591,Consumo Próprio,Brasil,456.15,6,2017,10/10/2017 00:00:00,
1592,Consumo Próprio,Centro-Oeste,492.09,6,2017,10/10/2017 00:00:00,
1593,Consumo Próprio,Nordeste,434.65,6,2017,10/10/2017 00:00:00,
1594,Consumo Próprio,Norte,509.61,6,2017,10/10/2017 00:00:00,
1595,Consumo Próprio,Sudeste,460.83,6,2017,10/10/2017 00:00:00,
1596,Consumo Próprio,Sul,414.35,6,2017,10/10/2017 00:00:00,
1597,Iluminação Pública,Brasil,258.87,6,2017,10/10/2017 00:00:00,
1598,Iluminação Pública,Centro-Oeste,255.25,6,2017,10/10/2017 00:00:00,
1599,Iluminação Pública,Nordeste,254.54,6,2017,10/10/2017 00:00:00,
1600,Iluminação Pública,Norte,291.04,6,2017,10/10/2017 00:00:00,
1601,Iluminação Pública,Sudeste,264.70,6,2017,10/10/2017 00:00:00,
1602,Iluminação Pública,Sul,240.71,6,2017,10/10/2017 00:00:00,
1603,Industrial,Brasil,388.21,6,2017,10/10/2017 00:00:00,
1604,Industrial,Centro-Oeste,355.47,6,2017,10/10/2017 00:00:00,
1605,Industrial,Nordeste,368.13,6,2017,10/10/2017 00:00:00,
1606,Industrial,Norte,422.16,6,2017,10/10/2017 00:00:00,
1607,Industrial,Sudeste,398.95,6,2017,10/10/2017 00:00:00,
1608,Industrial,Sul,383.25,6,2017,10/10/2017 00:00:00,
1609,Poder Público,Brasil,454.31,6,2017,10/10/2017 00:00:00,
1610,Poder Público,Centro-Oeste,462.63,6,2017,10/10/2017 00:00:00,
1611,Poder Público,Nordeste,433.13,6,2017,10/10/2017 00:00:00,
1612,Poder Público,Norte,491.93,6,2017,10/10/2017 00:00:00,
1613,Poder Público,Sudeste,457.97,6,2017,10/10/2017 00:00:00,
1614,Poder Público,Sul,438.59,6,2017,10/10/2017 00:00:00,
1615,Residencial,Brasil,445.39,6,2017,10/10/2017 00:00:00,
1616,Residencial,Centro-Oeste,453.81,6,2017,10/10/2017 00:00:00,
1617,Residencial,Nordeste,420.90,6,2017,10/10/2017 00:00:00,
1618,Residencial,Norte,501.73,6,2017,10/10/2017 00:00:00,
1619,Residencial,Sudeste,452.51,6,2017,10/10/2017 00:00:00,
1620,Residencial,Sul,426.07,6,2017,10/10/2017 00:00:00,
1621,Rural,Brasil,324.85,6,2017,10/10/2017 00:00:00,
1622,Rural,Centro-Oeste,336.59,6,2017,10/10/2017 00:00:00,
1623,Rural,Nordeste,327.36,6,2017,10/10/2017 00:00:00,
1624,Rural,Norte,362.18,6,2017,10/10/2017 00:00:00,
1625,Rural,Sudeste,338.36,6,2017,10/10/2017 00:00:00,
1626,Rural,Sul,297.11,6,2017,10/10/2017 00:00:00,
1627,Rural Aquicultor,Brasil,230.06,6,2017,10/10/2017 00:00:00,
1628,Rural Aquicultor,Centro-Oeste,172.87,6,2017,10/10/2017 00:00:00,
1629,Rural Aquicultor,Nordeste,224.53,6,2017,10/10/2017 00:00:00,
1630,Rural Aquicultor,Norte,649.37,6,2017,10/10/2017 00:00:00,
1631,Rural Aquicultor,Sudeste,347.65,6,2017,10/10/2017 00:00:00,
1632,Rural Aquicultor,Sul,260.87,6,2017,10/10/2017 00:00:00,
1633,Rural Irrigante,Brasil,256.80,6,2017,10/10/2017 00:00:00,
1634,Rural Irrigante,Centro-Oeste,230.68,6,2017,10/10/2017 00:00:00,
1635,Rural Irrigante,Nordeste,186.38,6,2017,10/10/2017 00:00:00,
1636,Rural Irrigante,Norte,251.37,6,2017,10/10/2017 00:00:00,
1637,Rural Irrigante,Sudeste,336.18,6,2017,10/10/2017 00:00:00,
1638,Rural Irrigante,Sul,322.68,6,2017,10/10/2017 00:00:00,
1639,Serviço Público (água,Brasil,336.07,6,2017,10/10/2017 00:00:00,
1640,Serviço Público (água,Centro-Oeste,337.20,6,2017,10/10/2017 00:00:00,
1641,Serviço Público (água,Nordeste,316.79,6,2017,10/10/2017 00:00:00,
1642,Serviço Público (água,Norte,393.33,6,2017,10/10/2017 00:00:00,
1643,Serviço Público (água,Sudeste,344.23,6,2017,10/10/2017 00:00:00,
1644,Serviço Público (água,Sul,324.95,6,2017,10/10/2017 00:00:00,
1645,Serviço Público (tração elétrica),Brasil,367.36,6,2017,10/10/2017 00:00:00,
1646,Serviço Público (tração elétrica),Centro-Oeste,425.49,6,2017,10/10/2017 00:00:00,
1647,Serviço Público (tração elétrica),Nordeste,335.43,6,2017,10/10/2017 00:00:00,
1648,Serviço Público (tração elétrica),Norte,0.00,6,2017,10/10/2017 00:00:00,
1649,Serviço Público (tração elétrica),Sudeste,364.05,6,2017,10/10/2017 00:00:00,
1650,Serviço Público (tração elétrica),Sul,391.15,6,2017,10/10/2017 00:00:00,
1651,Totais por Região,Brasil,413.89,6,2017,10/10/2017 00:00:00,
1652,Totais por Região,Centro-Oeste,410.32,6,2017,10/10/2017 00:00:00,
1653,Totais por Região,Nordeste,389.53,6,2017,10/10/2017 00:00:00,
1654,Totais por Região,Norte,471.96,6,2017,10/10/2017 00:00:00,
1655,Totais por Região,Sudeste,425.10,6,2017,10/10/2017 00:00:00,
1656,Totais por Região,Sul,392.60,6,2017,10/10/2017 00:00:00,
1657,Comercial e  Serviços e Outras,Brasil,457.98,9,2017,21/12/2017 00:00:00,
1658,Comercial e  Serviços e Outras,Centro-Oeste,454.35,9,2017,21/12/2017 00:00:00,
1659,Comercial e  Serviços e Outras,Nordeste,443.93,9,2017,21/12/2017 00:00:00,
1660,Comercial e  Serviços e Outras,Norte,513.36,9,2017,21/12/2017 00:00:00,
1661,Comercial e  Serviços e Outras,Sudeste,457.17,9,2017,21/12/2017 00:00:00,
1662,Comercial e  Serviços e Outras,Sul,455.18,9,2017,21/12/2017 00:00:00,
1663,Consumo Próprio,Brasil,463.39,9,2017,21/12/2017 00:00:00,
1664,Consumo Próprio,Centro-Oeste,482.35,9,2017,21/12/2017 00:00:00,
1665,Consumo Próprio,Nordeste,455.10,9,2017,21/12/2017 00:00:00,
1666,Consumo Próprio,Norte,515.80,9,2017,21/12/2017 00:00:00,
1667,Consumo Próprio,Sudeste,455.78,9,2017,21/12/2017 00:00:00,
1668,Consumo Próprio,Sul,450.45,9,2017,21/12/2017 00:00:00,
1669,Iluminação Pública,Brasil,273.47,9,2017,21/12/2017 00:00:00,
1670,Iluminação Pública,Centro-Oeste,259.64,9,2017,21/12/2017 00:00:00,
1671,Iluminação Pública,Nordeste,267.80,9,2017,21/12/2017 00:00:00,
1672,Iluminação Pública,Norte,301.36,9,2017,21/12/2017 00:00:00,
1673,Iluminação Pública,Sudeste,279.60,9,2017,21/12/2017 00:00:00,
1674,Iluminação Pública,Sul,263.72,9,2017,21/12/2017 00:00:00,
1675,Industrial,Brasil,406.79,9,2017,21/12/2017 00:00:00,
1676,Industrial,Centro-Oeste,361.65,9,2017,21/12/2017 00:00:00,
1677,Industrial,Nordeste,383.18,9,2017,21/12/2017 00:00:00,
1678,Industrial,Norte,447.00,9,2017,21/12/2017 00:00:00,
1679,Industrial,Sudeste,412.90,9,2017,21/12/2017 00:00:00,
1680,Industrial,Sul,413.41,9,2017,21/12/2017 00:00:00,
1681,Poder Público,Brasil,463.43,9,2017,21/12/2017 00:00:00,
1682,Poder Público,Centro-Oeste,467.40,9,2017,21/12/2017 00:00:00,
1683,Poder Público,Nordeste,455.74,9,2017,21/12/2017 00:00:00,
1684,Poder Público,Norte,499.94,9,2017,21/12/2017 00:00:00,
1685,Poder Público,Sudeste,451.32,9,2017,21/12/2017 00:00:00,
1686,Poder Público,Sul,473.52,9,2017,21/12/2017 00:00:00,
1687,Residencial,Brasil,460.94,9,2017,21/12/2017 00:00:00,
1688,Residencial,Centro-Oeste,458.44,9,2017,21/12/2017 00:00:00,
1689,Residencial,Nordeste,433.17,9,2017,21/12/2017 00:00:00,
1690,Residencial,Norte,514.27,9,2017,21/12/2017 00:00:00,
1691,Residencial,Sudeste,466.23,9,2017,21/12/2017 00:00:00,
1692,Residencial,Sul,454.52,9,2017,21/12/2017 00:00:00,
1693,Rural,Brasil,337.83,9,2017,21/12/2017 00:00:00,
1694,Rural,Centro-Oeste,338.23,9,2017,21/12/2017 00:00:00,
1695,Rural,Nordeste,332.78,9,2017,21/12/2017 00:00:00,
1696,Rural,Norte,371.41,9,2017,21/12/2017 00:00:00,
1697,Rural,Sudeste,347.86,9,2017,21/12/2017 00:00:00,
1698,Rural,Sul,322.83,9,2017,21/12/2017 00:00:00,
1699,Rural Aquicultor,Brasil,244.43,9,2017,21/12/2017 00:00:00,
1700,Rural Aquicultor,Centro-Oeste,242.93,9,2017,21/12/2017 00:00:00,
1701,Rural Aquicultor,Nordeste,239.14,9,2017,21/12/2017 00:00:00,
1702,Rural Aquicultor,Norte,338.93,9,2017,21/12/2017 00:00:00,
1703,Rural Aquicultor,Sudeste,316.82,9,2017,21/12/2017 00:00:00,
1704,Rural Aquicultor,Sul,267.71,9,2017,21/12/2017 00:00:00,
1705,Rural Irrigante,Brasil,270.56,9,2017,21/12/2017 00:00:00,
1706,Rural Irrigante,Centro-Oeste,294.37,9,2017,21/12/2017 00:00:00,
1707,Rural Irrigante,Nordeste,210.74,9,2017,21/12/2017 00:00:00,
1708,Rural Irrigante,Norte,254.80,9,2017,21/12/2017 00:00:00,
1709,Rural Irrigante,Sudeste,296.02,9,2017,21/12/2017 00:00:00,
1710,Rural Irrigante,Sul,342.14,9,2017,21/12/2017 00:00:00,
1711,Serviço Público (água e  esgoto e saneamento),Brasil,349.31,9,2017,21/12/2017 00:00:00,
1712,Serviço Público (água e  esgoto e saneamento),Centro-Oeste,345.68,9,2017,21/12/2017 00:00:00,
1713,Serviço Público (água e  esgoto e saneamento),Nordeste,326.25,9,2017,21/12/2017 00:00:00,
1714,Serviço Público (água e  esgoto e saneamento),Norte,411.86,9,2017,21/12/2017 00:00:00,
1715,Serviço Público (água e  esgoto e saneamento),Sudeste,356.47,9,2017,21/12/2017 00:00:00,
1716,Serviço Público (água e  esgoto e saneamento),Sul,348.67,9,2017,21/12/2017 00:00:00,
1717,Serviço Público (tração elétrica),Brasil,381.38,9,2017,21/12/2017 00:00:00,
1718,Serviço Público (tração elétrica),Centro-Oeste,437.80,9,2017,21/12/2017 00:00:00,
1719,Serviço Público (tração elétrica),Nordeste,326.35,9,2017,21/12/2017 00:00:00,
1720,Serviço Público (tração elétrica),Norte,0.00,9,2017,21/12/2017 00:00:00,
1721,Serviço Público (tração elétrica),Sudeste,385.31,9,2017,21/12/2017 00:00:00,
1722,Serviço Público (tração elétrica),Sul,415.51,9,2017,21/12/2017 00:00:00,
1723,Totais por Região,Brasil,428.73,9,2017,21/12/2017 00:00:00,
1724,Totais por Região,Centro-Oeste,418.32,9,2017,21/12/2017 00:00:00,
1725,Totais por Região,Nordeste,402.26,9,2017,21/12/2017 00:00:00,
1726,Totais por Região,Norte,485.34,9,2017,21/12/2017 00:00:00,
1727,Totais por Região,Sudeste,436.12,9,2017,21/12/2017 00:00:00,
1728,Totais por Região,Sul,421.32,9,2017,21/12/2017 00:00:00,
1729,Comercial e  Serviços e Outras,Brasil,480.86,12,2017,15/03/2018 00:00:00,
1730,Comercial e  Serviços e Outras,Centro-Oeste,497.40,12,2017,15/03/2018 00:00:00,
1731,Comercial e  Serviços e Outras,Nordeste,460.80,12,2017,15/03/2018 00:00:00,
1732,Comercial e  Serviços e Outras,Norte,558.95,12,2017,15/03/2018 00:00:00,
1733,Comercial e  Serviços e Outras,Sudeste,479.65,12,2017,15/03/2018 00:00:00,
1734,Comercial e  Serviços e Outras,Sul,470.12,12,2017,15/03/2018 00:00:00,
1735,Consumo Próprio,Brasil,493.82,12,2017,15/03/2018 00:00:00,
1736,Consumo Próprio,Centro-Oeste,514.65,12,2017,15/03/2018 00:00:00,
1737,Consumo Próprio,Nordeste,469.52,12,2017,15/03/2018 00:00:00,
1738,Consumo Próprio,Norte,571.97,12,2017,15/03/2018 00:00:00,
1739,Consumo Próprio,Sudeste,491.61,12,2017,15/03/2018 00:00:00,
1740,Consumo Próprio,Sul,464.66,12,2017,15/03/2018 00:00:00,
1741,Iluminação Pública,Brasil,289.76,12,2017,15/03/2018 00:00:00,
1742,Iluminação Pública,Centro-Oeste,293.85,12,2017,15/03/2018 00:00:00,
1743,Iluminação Pública,Nordeste,281.56,12,2017,15/03/2018 00:00:00,
1744,Iluminação Pública,Norte,332.30,12,2017,15/03/2018 00:00:00,
1745,Iluminação Pública,Sudeste,289.96,12,2017,15/03/2018 00:00:00,
1746,Iluminação Pública,Sul,280.02,12,2017,15/03/2018 00:00:00,
1747,Industrial,Brasil,429.04,12,2017,15/03/2018 00:00:00,
1748,Industrial,Centro-Oeste,406.07,12,2017,15/03/2018 00:00:00,
1749,Industrial,Nordeste,372.39,12,2017,15/03/2018 00:00:00,
1750,Industrial,Norte,499.85,12,2017,15/03/2018 00:00:00,
1751,Industrial,Sudeste,440.51,12,2017,15/03/2018 00:00:00,
1752,Industrial,Sul,433.47,12,2017,15/03/2018 00:00:00,
1753,Poder Público,Brasil,492.40,12,2017,15/03/2018 00:00:00,
1754,Poder Público,Centro-Oeste,505.41,12,2017,15/03/2018 00:00:00,
1755,Poder Público,Nordeste,473.76,12,2017,15/03/2018 00:00:00,
1756,Poder Público,Norte,557.87,12,2017,15/03/2018 00:00:00,
1757,Poder Público,Sudeste,484.56,12,2017,15/03/2018 00:00:00,
1758,Poder Público,Sul,482.52,12,2017,15/03/2018 00:00:00,
1759,Residencial,Brasil,485.26,12,2017,15/03/2018 00:00:00,
1760,Residencial,Centro-Oeste,504.76,12,2017,15/03/2018 00:00:00,
1761,Residencial,Nordeste,458.37,12,2017,15/03/2018 00:00:00,
1762,Residencial,Norte,540.20,12,2017,15/03/2018 00:00:00,
1763,Residencial,Sudeste,490.18,12,2017,15/03/2018 00:00:00,
1764,Residencial,Sul,473.19,12,2017,15/03/2018 00:00:00,
1765,Rural,Brasil,355.63,12,2017,15/03/2018 00:00:00,
1766,Rural,Centro-Oeste,377.17,12,2017,15/03/2018 00:00:00,
1767,Rural,Nordeste,354.09,12,2017,15/03/2018 00:00:00,
1768,Rural,Norte,401.01,12,2017,15/03/2018 00:00:00,
1769,Rural,Sudeste,353.76,12,2017,15/03/2018 00:00:00,
1770,Rural,Sul,341.78,12,2017,15/03/2018 00:00:00,
1771,Rural Aquicultor,Brasil,241.42,12,2017,15/03/2018 00:00:00,
1772,Rural Aquicultor,Centro-Oeste,248.49,12,2017,15/03/2018 00:00:00,
1773,Rural Aquicultor,Nordeste,235.02,12,2017,15/03/2018 00:00:00,
1774,Rural Aquicultor,Norte,393.09,12,2017,15/03/2018 00:00:00,
1775,Rural Aquicultor,Sudeste,337.40,12,2017,15/03/2018 00:00:00,
1776,Rural Aquicultor,Sul,277.35,12,2017,15/03/2018 00:00:00,
1777,Rural Irrigante,Brasil,281.35,12,2017,15/03/2018 00:00:00,
1778,Rural Irrigante,Centro-Oeste,456.66,12,2017,15/03/2018 00:00:00,
1779,Rural Irrigante,Nordeste,221.22,12,2017,15/03/2018 00:00:00,
1780,Rural Irrigante,Norte,372.42,12,2017,15/03/2018 00:00:00,
1781,Rural Irrigante,Sudeste,361.61,12,2017,15/03/2018 00:00:00,
1782,Rural Irrigante,Sul,291.13,12,2017,15/03/2018 00:00:00,
1783,Serviço Público (água e  esgoto e saneamento),Brasil,375.83,12,2017,15/03/2018 00:00:00,
1784,Serviço Público (água e  esgoto e saneamento),Centro-Oeste,380.10,12,2017,15/03/2018 00:00:00,
1785,Serviço Público (água e  esgoto e saneamento),Nordeste,347.76,12,2017,15/03/2018 00:00:00,
1786,Serviço Público (água e  esgoto e saneamento),Norte,439.13,12,2017,15/03/2018 00:00:00,
1787,Serviço Público (água e  esgoto e saneamento),Sudeste,387.62,12,2017,15/03/2018 00:00:00,
1788,Serviço Público (água e  esgoto e saneamento),Sul,365.55,12,2017,15/03/2018 00:00:00,
1789,Serviço Público (tração elétrica),Brasil,404.76,12,2017,15/03/2018 00:00:00,
1790,Serviço Público (tração elétrica),Centro-Oeste,543.10,12,2017,15/03/2018 00:00:00,
1791,Serviço Público (tração elétrica),Nordeste,337.37,12,2017,15/03/2018 00:00:00,
1792,Serviço Público (tração elétrica),Norte,0.00,12,2017,15/03/2018 00:00:00,
1793,Serviço Público (tração elétrica),Sudeste,405.72,12,2017,15/03/2018 00:00:00,
1794,Serviço Público (tração elétrica),Sul,419.44,12,2017,15/03/2018 00:00:00,
1795,Totais por Região,Brasil,453.24,12,2017,15/03/2018 00:00:00,
1796,Totais por Região,Centro-Oeste,465.11,12,2017,15/03/2018 00:00:00,
1797,Totais por Região,Nordeste,422.16,12,2017,15/03/2018 00:00:00,
1798,Totais por Região,Norte,520.29,12,2017,15/03/2018 00:00:00,
