ideTarifaMediaFornecimento,nomClasseConsumo,nomRegiao,vlrConsumoMWh,mesReferencia,anoReferencia,dthProcessamento,
761,Residencial,Nordeste,341.07,9,2012,13/09/2017 00:00:00,
762,Residencial,Nordeste,408.43,9,2016,13/09/2017 00:00:00,
763,Residencial,Norte,355.92,12,2012,13/09/2017 00:00:00,
764,Residencial,Norte,481.79,12,2016,13/09/2017 00:00:00,
765,Residencial,Norte,449.34,3,2003,13/09/2017 00:00:00,
766,Residencial,Norte,316.03,3,2012,13/09/2017 00:00:00,
767,Residencial,Norte,309.07,3,2013,13/09/2017 00:00:00,
768,Residencial,Norte,503.34,3,2017,13/09/2017 00:00:00,
769,Residencial,Norte,316.03,6,2012,13/09/2017 00:00:00,
770,Residencial,Norte,443.25,6,2016,13/09/2017 00:00:00,
771,Residencial,Norte,338.43,9,2012,13/09/2017 00:00:00,
772,Residencial,Norte,470.52,9,2016,13/09/2017 00:00:00,
773,Residencial,Sudeste,305.91,12,2012,13/09/2017 00:00:00,
774,Residencial,Sudeste,451.66,12,2016,13/09/2017 00:00:00,
775,Residencial,Sudeste,481.09,3,2003,13/09/2017 00:00:00,
776,Residencial,Sudeste,329.68,3,2012,13/09/2017 00:00:00,
777,Residencial,Sudeste,265.70,3,2013,13/09/2017 00:00:00,
778,Residencial,Sudeste,454.93,3,2017,13/09/2017 00:00:00,
779,Residencial,Sudeste,329.68,6,2012,13/09/2017 00:00:00,
780,Residencial,Sudeste,476.79,6,2016,13/09/2017 00:00:00,
781,Residencial,Sudeste,304.60,9,2012,13/09/2017 00:00:00,
782,Residencial,Sudeste,467.47,9,2016,13/09/2017 00:00:00,
783,Residencial,Sul,297.21,12,2012,13/09/2017 00:00:00,
784,Residencial,Sul,431.44,12,2016,13/09/2017 00:00:00,
785,Residencial,Sul,485.41,3,2003,13/09/2017 00:00:00,
786,Residencial,Sul,244.54,3,2012,13/09/2017 00:00:00,
787,Residencial,Sul,214.16,3,2013,13/09/2017 00:00:00,
788,Residencial,Sul,430.21,3,2017,13/09/2017 00:00:00,
789,Residencial,Sul,244.54,6,2012,13/09/2017 00:00:00,
790,Residencial,Sul,462.08,6,2016,13/09/2017 00:00:00,
791,Residencial,Sul,300.85,9,2012,13/09/2017 00:00:00,
792,Residencial,Sul,431.89,9,2016,13/09/2017 00:00:00,
793,Rural,Brasil,262.67,12,2012,13/09/2017 00:00:00,
794,Rural,Brasil,194.99,12,2013,13/09/2017 00:00:00,
795,Rural,Brasil,214.60,12,2014,13/09/2017 00:00:00,
796,Rural,Brasil,300.54,12,2015,13/09/2017 00:00:00,
797,Rural,Brasil,321.43,12,2016,13/09/2017 00:00:00,
798,Rural,Brasil,328.39,3,2003,13/09/2017 00:00:00,
799,Rural,Brasil,179.38,3,2012,13/09/2017 00:00:00,
800,Rural,Brasil,221.24,3,2013,13/09/2017 00:00:00,
801,Rural,Brasil,193.76,3,2014,13/09/2017 00:00:00,
802,Rural,Brasil,250.40,3,2015,13/09/2017 00:00:00,
803,Rural,Brasil,331.82,3,2016,13/09/2017 00:00:00,
804,Rural,Brasil,323.81,3,2017,13/09/2017 00:00:00,
805,Rural,Brasil,179.38,6,2012,13/09/2017 00:00:00,
806,Rural,Brasil,188.62,6,2013,13/09/2017 00:00:00,
807,Rural,Brasil,198.05,6,2014,13/09/2017 00:00:00,
808,Rural,Brasil,278.75,6,2015,13/09/2017 00:00:00,
809,Rural,Brasil,324.41,6,2016,13/09/2017 00:00:00,
810,Rural,Brasil,261.01,9,2012,13/09/2017 00:00:00,
811,Rural,Brasil,191.80,9,2013,13/09/2017 00:00:00,
812,Rural,Brasil,188.89,9,2014,13/09/2017 00:00:00,
813,Rural,Brasil,292.50,9,2015,13/09/2017 00:00:00,
814,Rural,Brasil,328.00,9,2016,13/09/2017 00:00:00,
815,Rural,Centro-Oeste,244.68,12,2012,13/09/2017 00:00:00,
816,Rural,Centro-Oeste,214.83,12,2013,13/09/2017 00:00:00,
817,Rural,Centro-Oeste,230.57,12,2014,13/09/2017 00:00:00,
818,Rural,Centro-Oeste,321.57,12,2015,13/09/2017 00:00:00,
819,Rural,Centro-Oeste,342.87,12,2016,13/09/2017 00:00:00,
820,Rural,Centro-Oeste,356.23,3,2003,13/09/2017 00:00:00,
821,Rural,Centro-Oeste,229.93,3,2012,13/09/2017 00:00:00,
822,Rural,Centro-Oeste,200.00,3,2013,13/09/2017 00:00:00,
823,Rural,Centro-Oeste,215.90,3,2014,13/09/2017 00:00:00,
824,Rural,Centro-Oeste,277.28,3,2015,13/09/2017 00:00:00,
825,Rural,Centro-Oeste,346.05,3,2016,13/09/2017 00:00:00,
826,Rural,Centro-Oeste,346.11,3,2017,13/09/2017 00:00:00,
827,Rural,Centro-Oeste,229.93,6,2012,13/09/2017 00:00:00,
828,Rural,Centro-Oeste,210.45,6,2013,13/09/2017 00:00:00,
829,Rural,Centro-Oeste,219.41,6,2014,13/09/2017 00:00:00,
830,Rural,Centro-Oeste,308.13,6,2015,13/09/2017 00:00:00,
831,Rural,Centro-Oeste,350.14,6,2016,13/09/2017 00:00:00,
832,Rural,Centro-Oeste,235.83,9,2012,13/09/2017 00:00:00,
833,Rural,Centro-Oeste,207.38,9,2013,13/09/2017 00:00:00,
834,Rural,Centro-Oeste,209.01,9,2014,13/09/2017 00:00:00,
835,Rural,Centro-Oeste,316.82,9,2015,13/09/2017 00:00:00,
836,Rural,Centro-Oeste,392.43,9,2016,13/09/2017 00:00:00,
837,Rural,Nordeste,253.12,12,2012,13/09/2017 00:00:00,
838,Rural,Nordeste,200.14,12,2013,13/09/2017 00:00:00,
839,Rural,Nordeste,225.37,12,2014,13/09/2017 00:00:00,
840,Rural,Nordeste,290.45,12,2015,13/09/2017 00:00:00,
841,Rural,Nordeste,319.36,12,2016,13/09/2017 00:00:00,
842,Rural,Nordeste,295.27,3,2003,13/09/2017 00:00:00,
843,Rural,Nordeste,177.18,3,2012,13/09/2017 00:00:00,
844,Rural,Nordeste,210.49,3,2013,13/09/2017 00:00:00,
845,Rural,Nordeste,200.98,3,2014,13/09/2017 00:00:00,
846,Rural,Nordeste,257.89,3,2015,13/09/2017 00:00:00,
847,Rural,Nordeste,302.26,3,2016,13/09/2017 00:00:00,
848,Rural,Nordeste,326.63,3,2017,13/09/2017 00:00:00,
849,Rural,Nordeste,177.18,6,2012,13/09/2017 00:00:00,
850,Rural,Nordeste,203.07,6,2013,13/09/2017 00:00:00,
851,Rural,Nordeste,206.96,6,2014,13/09/2017 00:00:00,
852,Rural,Nordeste,276.21,6,2015,13/09/2017 00:00:00,
853,Rural,Nordeste,321.60,6,2016,13/09/2017 00:00:00,
854,Rural,Nordeste,254.48,9,2012,13/09/2017 00:00:00,
855,Rural,Nordeste,199.94,9,2013,13/09/2017 00:00:00,
856,Rural,Nordeste,200.37,9,2014,13/09/2017 00:00:00,
857,Rural,Nordeste,285.15,9,2015,13/09/2017 00:00:00,
858,Rural,Nordeste,317.80,9,2016,13/09/2017 00:00:00,
859,Rural,Norte,288.84,12,2012,13/09/2017 00:00:00,
860,Rural,Norte,237.60,12,2013,13/09/2017 00:00:00,
861,Rural,Norte,257.83,12,2014,13/09/2017 00:00:00,
862,Rural,Norte,316.85,12,2015,13/09/2017 00:00:00,
863,Rural,Norte,355.56,12,2016,13/09/2017 00:00:00,
864,Rural,Norte,339.62,3,2003,13/09/2017 00:00:00,
865,Rural,Norte,208.24,3,2012,13/09/2017 00:00:00,
866,Rural,Norte,226.25,3,2013,13/09/2017 00:00:00,
867,Rural,Norte,246.28,3,2014,13/09/2017 00:00:00,
868,Rural,Norte,289.12,3,2015,13/09/2017 00:00:00,
869,Rural,Norte,344.54,3,2016,13/09/2017 00:00:00,
870,Rural,Norte,363.57,3,2017,13/09/2017 00:00:00,
871,Rural,Norte,208.24,6,2012,13/09/2017 00:00:00,
872,Rural,Norte,216.96,6,2013,13/09/2017 00:00:00,
873,Rural,Norte,247.91,6,2014,13/09/2017 00:00:00,
874,Rural,Norte,305.44,6,2015,13/09/2017 00:00:00,
875,Rural,Norte,332.94,6,2016,13/09/2017 00:00:00,
876,Rural,Norte,271.67,9,2012,13/09/2017 00:00:00,
877,Rural,Norte,220.19,9,2013,13/09/2017 00:00:00,
878,Rural,Norte,223.52,9,2014,13/09/2017 00:00:00,
879,Rural,Norte,311.81,9,2015,13/09/2017 00:00:00,
880,Rural,Norte,352.41,9,2016,13/09/2017 00:00:00,
881,Rural,Sudeste,264.88,12,2012,13/09/2017 00:00:00,
882,Rural,Sudeste,198.40,12,2013,13/09/2017 00:00:00,
883,Rural,Sudeste,220.74,12,2014,13/09/2017 00:00:00,
884,Rural,Sudeste,313.83,12,2015,13/09/2017 00:00:00,
885,Rural,Sudeste,336.68,12,2016,13/09/2017 00:00:00,
886,Rural,Sudeste,335.86,3,2003,13/09/2017 00:00:00,
887,Rural,Sudeste,205.29,3,2012,13/09/2017 00:00:00,
888,Rural,Sudeste,231.74,3,2013,13/09/2017 00:00:00,
889,Rural,Sudeste,197.72,3,2014,13/09/2017 00:00:00,
890,Rural,Sudeste,253.13,3,2015,13/09/2017 00:00:00,
891,Rural,Sudeste,338.66,3,2016,13/09/2017 00:00:00,
892,Rural,Sudeste,338.01,3,2017,13/09/2017 00:00:00,
893,Rural,Sudeste,205.29,6,2012,13/09/2017 00:00:00,
894,Rural,Sudeste,192.97,6,2013,13/09/2017 00:00:00,
895,Rural,Sudeste,203.63,6,2014,13/09/2017 00:00:00,
896,Rural,Sudeste,287.63,6,2015,13/09/2017 00:00:00,
897,Rural,Sudeste,336.62,6,2016,13/09/2017 00:00:00,
898,Rural,Sudeste,265.04,9,2012,13/09/2017 00:00:00,
899,Rural,Sudeste,195.65,9,2013,13/09/2017 00:00:00,
900,Rural,Sudeste,198.68,9,2014,13/09/2017 00:00:00,
901,Rural,Sudeste,304.91,9,2015,13/09/2017 00:00:00,
902,Rural,Sudeste,338.69,9,2016,13/09/2017 00:00:00,
903,Rural,Sul,263.07,12,2012,13/09/2017 00:00:00,
904,Rural,Sul,176.80,12,2013,13/09/2017 00:00:00,
905,Rural,Sul,191.81,12,2014,13/09/2017 00:00:00,
906,Rural,Sul,280.38,12,2015,13/09/2017 00:00:00,
907,Rural,Sul,292.97,12,2016,13/09/2017 00:00:00,
908,Rural,Sul,322.94,3,2003,13/09/2017 00:00:00,
909,Rural,Sul,148.20,3,2012,13/09/2017 00:00:00,
910,Rural,Sul,212.37,3,2013,13/09/2017 00:00:00,
911,Rural,Sul,175.40,3,2014,13/09/2017 00:00:00,
912,Rural,Sul,231.53,3,2015,13/09/2017 00:00:00,
913,Rural,Sul,330.57,3,2016,13/09/2017 00:00:00,
914,Rural,Sul,296.30,3,2017,13/09/2017 00:00:00,
915,Rural,Sul,148.20,6,2012,13/09/2017 00:00:00,
916,Rural,Sul,166.61,6,2013,13/09/2017 00:00:00,
917,Rural,Sul,176.50,6,2014,13/09/2017 00:00:00,
918,Rural,Sul,257.15,6,2015,13/09/2017 00:00:00,
919,Rural,Sul,299.63,6,2016,13/09/2017 00:00:00,
920,Rural,Sul,260.79,9,2012,13/09/2017 00:00:00,
921,Rural,Sul,172.07,9,2013,13/09/2017 00:00:00,
922,Rural,Sul,165.44,9,2014,13/09/2017 00:00:00,
923,Rural,Sul,270.72,9,2015,13/09/2017 00:00:00,
924,Rural,Sul,284.02,9,2016,13/09/2017 00:00:00,
925,Rural Aquicultor,Brasil,168.68,12,2012,13/09/2017 00:00:00,
926,Rural Aquicultor,Brasil,160.90,12,2013,13/09/2017 00:00:00,
927,Rural Aquicultor,Brasil,172.42,12,2014,13/09/2017 00:00:00,
928,Rural Aquicultor,Brasil,209.55,12,2015,13/09/2017 00:00:00,
929,Rural Aquicultor,Brasil,224.62,12,2016,13/09/2017 00:00:00,
930,Rural Aquicultor,Brasil,202.87,3,2003,13/09/2017 00:00:00,
931,Rural Aquicultor,Brasil,151.62,3,2012,13/09/2017 00:00:00,
932,Rural Aquicultor,Brasil,130.71,3,2013,13/09/2017 00:00:00,
933,Rural Aquicultor,Brasil,155.60,3,2014,13/09/2017 00:00:00,
934,Rural Aquicultor,Brasil,182.25,3,2015,13/09/2017 00:00:00,
935,Rural Aquicultor,Brasil,213.27,3,2016,13/09/2017 00:00:00,
936,Rural Aquicultor,Brasil,238.06,3,2017,13/09/2017 00:00:00,
937,Rural Aquicultor,Brasil,151.62,6,2012,13/09/2017 00:00:00,
938,Rural Aquicultor,Brasil,165.35,6,2013,13/09/2017 00:00:00,
939,Rural Aquicultor,Brasil,158.77,6,2014,13/09/2017 00:00:00,
940,Rural Aquicultor,Brasil,200.09,6,2015,13/09/2017 00:00:00,
941,Rural Aquicultor,Brasil,218.64,6,2016,13/09/2017 00:00:00,
942,Rural Aquicultor,Brasil,161.23,9,2012,13/09/2017 00:00:00,
943,Rural Aquicultor,Brasil,160.64,9,2013,13/09/2017 00:00:00,
944,Rural Aquicultor,Brasil,169.59,9,2014,13/09/2017 00:00:00,
945,Rural Aquicultor,Brasil,206.55,9,2015,13/09/2017 00:00:00,
946,Rural Aquicultor,Brasil,234.36,9,2016,13/09/2017 00:00:00,
947,Rural Aquicultor,Centro-Oeste,312.76,12,2012,13/09/2017 00:00:00,
948,Rural Aquicultor,Centro-Oeste,267.40,12,2013,13/09/2017 00:00:00,
949,Rural Aquicultor,Centro-Oeste,281.61,12,2014,13/09/2017 00:00:00,
950,Rural Aquicultor,Centro-Oeste,329.13,12,2015,13/09/2017 00:00:00,
951,Rural Aquicultor,Centro-Oeste,147.85,12,2016,13/09/2017 00:00:00,
952,Rural Aquicultor,Centro-Oeste,222.36,3,2003,13/09/2017 00:00:00,
953,Rural Aquicultor,Centro-Oeste,298.14,3,2012,13/09/2017 00:00:00,
954,Rural Aquicultor,Centro-Oeste,264.73,3,2013,13/09/2017 00:00:00,
955,Rural Aquicultor,Centro-Oeste,262.17,3,2014,13/09/2017 00:00:00,
956,Rural Aquicultor,Centro-Oeste,291.86,3,2015,13/09/2017 00:00:00,
957,Rural Aquicultor,Centro-Oeste,202.91,3,2016,13/09/2017 00:00:00,
958,Rural Aquicultor,Centro-Oeste,174.33,3,2017,13/09/2017 00:00:00,
959,Rural Aquicultor,Centro-Oeste,298.14,6,2012,13/09/2017 00:00:00,
960,Rural Aquicultor,Centro-Oeste,260.95,6,2013,13/09/2017 00:00:00,
961,Rural Aquicultor,Centro-Oeste,329.75,6,2014,13/09/2017 00:00:00,
962,Rural Aquicultor,Centro-Oeste,340.70,6,2015,13/09/2017 00:00:00,
963,Rural Aquicultor,Centro-Oeste,214.30,6,2016,13/09/2017 00:00:00,
964,Rural Aquicultor,Centro-Oeste,142.28,9,2012,13/09/2017 00:00:00,
965,Rural Aquicultor,Centro-Oeste,292.35,9,2013,13/09/2017 00:00:00,
966,Rural Aquicultor,Centro-Oeste,260.63,9,2014,13/09/2017 00:00:00,
967,Rural Aquicultor,Centro-Oeste,334.03,9,2015,13/09/2017 00:00:00,
968,Rural Aquicultor,Centro-Oeste,199.07,9,2016,13/09/2017 00:00:00,
969,Rural Aquicultor,Nordeste,154.23,12,2012,13/09/2017 00:00:00,
970,Rural Aquicultor,Nordeste,159.91,12,2013,13/09/2017 00:00:00,
971,Rural Aquicultor,Nordeste,171.03,12,2014,13/09/2017 00:00:00,
972,Rural Aquicultor,Nordeste,204.76,12,2015,13/09/2017 00:00:00,
973,Rural Aquicultor,Nordeste,218.95,12,2016,13/09/2017 00:00:00,
974,Rural Aquicultor,Nordeste,193.87,3,2003,13/09/2017 00:00:00,
975,Rural Aquicultor,Nordeste,152.84,3,2012,13/09/2017 00:00:00,
976,Rural Aquicultor,Nordeste,124.33,3,2013,13/09/2017 00:00:00,
977,Rural Aquicultor,Nordeste,154.44,3,2014,13/09/2017 00:00:00,
978,Rural Aquicultor,Nordeste,179.18,3,2015,13/09/2017 00:00:00,
979,Rural Aquicultor,Nordeste,203.88,3,2016,13/09/2017 00:00:00,
980,Rural Aquicultor,Nordeste,232.49,3,2017,13/09/2017 00:00:00,
981,Rural Aquicultor,Nordeste,152.84,6,2012,13/09/2017 00:00:00,
982,Rural Aquicultor,Nordeste,164.93,6,2013,13/09/2017 00:00:00,
983,Rural Aquicultor,Nordeste,157.58,6,2014,13/09/2017 00:00:00,
984,Rural Aquicultor,Nordeste,197.05,6,2015,13/09/2017 00:00:00,
985,Rural Aquicultor,Nordeste,212.82,6,2016,13/09/2017 00:00:00,
986,Rural Aquicultor,Nordeste,156.31,9,2012,13/09/2017 00:00:00,
987,Rural Aquicultor,Nordeste,159.26,9,2013,13/09/2017 00:00:00,
988,Rural Aquicultor,Nordeste,172.11,9,2014,13/09/2017 00:00:00,
989,Rural Aquicultor,Nordeste,202.78,9,2015,13/09/2017 00:00:00,
990,Rural Aquicultor,Nordeste,229.79,9,2016,13/09/2017 00:00:00,
991,Rural Aquicultor,Norte,293.16,12,2012,13/09/2017 00:00:00,
992,Rural Aquicultor,Norte,237.99,12,2013,13/09/2017 00:00:00,
993,Rural Aquicultor,Norte,273.37,12,2014,13/09/2017 00:00:00,
994,Rural Aquicultor,Norte,331.91,12,2015,13/09/2017 00:00:00,
995,Rural Aquicultor,Norte,372.60,12,2016,13/09/2017 00:00:00,
996,Rural Aquicultor,Norte,321.32,3,2003,13/09/2017 00:00:00,
997,Rural Aquicultor,Norte,235.05,3,2012,13/09/2017 00:00:00,
998,Rural Aquicultor,Norte,217.69,3,2013,13/09/2017 00:00:00,
999,Rural Aquicultor,Norte,246.64,3,2014,13/09/2017 00:00:00,
1000,Rural Aquicultor,Norte,304.18,3,2015,13/09/2017 00:00:00,
1001,Rural Aquicultor,Norte,343.14,3,2016,13/09/2017 00:00:00,
1002,Rural Aquicultor,Norte,579.21,3,2017,13/09/2017 00:00:00,
1003,Rural Aquicultor,Norte,235.05,6,2012,13/09/2017 00:00:00,
1004,Rural Aquicultor,Norte,206.47,6,2013,13/09/2017 00:00:00,
1005,Rural Aquicultor,Norte,250.12,6,2014,13/09/2017 00:00:00,
1006,Rural Aquicultor,Norte,312.97,6,2015,13/09/2017 00:00:00,
1007,Rural Aquicultor,Norte,0.00,6,2016,13/09/2017 00:00:00,
1008,Rural Aquicultor,Norte,180.98,9,2012,13/09/2017 00:00:00,
1009,Rural Aquicultor,Norte,232.34,9,2013,13/09/2017 00:00:00,
1010,Rural Aquicultor,Norte,214.28,9,2014,13/09/2017 00:00:00,
1011,Rural Aquicultor,Norte,330.65,9,2015,13/09/2017 00:00:00,
1012,Rural Aquicultor,Norte,367.98,9,2016,13/09/2017 00:00:00,
1013,Rural Aquicultor,Sudeste,195.99,12,2012,13/09/2017 00:00:00,
1014,Rural Aquicultor,Sudeste,208.76,12,2013,13/09/2017 00:00:00,
1015,Rural Aquicultor,Sudeste,235.23,12,2014,13/09/2017 00:00:00,
1016,Rural Aquicultor,Sudeste,330.76,12,2015,13/09/2017 00:00:00,
1017,Rural Aquicultor,Sudeste,347.69,12,2016,13/09/2017 00:00:00,
1018,Rural Aquicultor,Sudeste,370.05,3,2003,13/09/2017 00:00:00,
1019,Rural Aquicultor,Sudeste,212.40,3,2012,13/09/2017 00:00:00,
1020,Rural Aquicultor,Sudeste,174.75,3,2013,13/09/2017 00:00:00,
1021,Rural Aquicultor,Sudeste,239.31,3,2014,13/09/2017 00:00:00,
1022,Rural Aquicultor,Sudeste,278.66,3,2015,13/09/2017 00:00:00,
1023,Rural Aquicultor,Sudeste,367.83,3,2016,13/09/2017 00:00:00,
1024,Rural Aquicultor,Sudeste,340.55,3,2017,13/09/2017 00:00:00,
1025,Rural Aquicultor,Sudeste,212.40,6,2012,13/09/2017 00:00:00,
1026,Rural Aquicultor,Sudeste,196.58,6,2013,13/09/2017 00:00:00,
1027,Rural Aquicultor,Sudeste,217.03,6,2014,13/09/2017 00:00:00,
1028,Rural Aquicultor,Sudeste,308.52,6,2015,13/09/2017 00:00:00,
1029,Rural Aquicultor,Sudeste,427.93,6,2016,13/09/2017 00:00:00,
1030,Rural Aquicultor,Sudeste,158.29,9,2012,13/09/2017 00:00:00,
1031,Rural Aquicultor,Sudeste,234.59,9,2013,13/09/2017 00:00:00,
1032,Rural Aquicultor,Sudeste,215.48,9,2014,13/09/2017 00:00:00,
1033,Rural Aquicultor,Sudeste,320.71,9,2015,13/09/2017 00:00:00,
1034,Rural Aquicultor,Sudeste,351.47,9,2016,13/09/2017 00:00:00,
1035,Rural Aquicultor,Sul,155.19,12,2012,13/09/2017 00:00:00,
1036,Rural Aquicultor,Sul,165.82,12,2013,13/09/2017 00:00:00,
1037,Rural Aquicultor,Sul,185.93,12,2014,13/09/2017 00:00:00,
1038,Rural Aquicultor,Sul,269.97,12,2015,13/09/2017 00:00:00,
1039,Rural Aquicultor,Sul,265.56,12,2016,13/09/2017 00:00:00,
1040,Rural Aquicultor,Sul,301.16,3,2003,13/09/2017 00:00:00,
1041,Rural Aquicultor,Sul,78.68,3,2012,13/09/2017 00:00:00,
1042,Rural Aquicultor,Sul,116.28,3,2013,13/09/2017 00:00:00,
1043,Rural Aquicultor,Sul,166.11,3,2014,13/09/2017 00:00:00,
1044,Rural Aquicultor,Sul,215.50,3,2015,13/09/2017 00:00:00,
1045,Rural Aquicultor,Sul,316.99,3,2016,13/09/2017 00:00:00,
1046,Rural Aquicultor,Sul,264.63,3,2017,13/09/2017 00:00:00,
1047,Rural Aquicultor,Sul,78.68,6,2012,13/09/2017 00:00:00,
1048,Rural Aquicultor,Sul,154.41,6,2013,13/09/2017 00:00:00,
1049,Rural Aquicultor,Sul,167.59,6,2014,13/09/2017 00:00:00,
1050,Rural Aquicultor,Sul,219.12,6,2015,13/09/2017 00:00:00,
1051,Rural Aquicultor,Sul,275.42,6,2016,13/09/2017 00:00:00,
1052,Rural Aquicultor,Sul,352.53,9,2012,13/09/2017 00:00:00,
1053,Rural Aquicultor,Sul,165.89,9,2013,13/09/2017 00:00:00,
1054,Rural Aquicultor,Sul,101.20,9,2014,13/09/2017 00:00:00,
1055,Rural Aquicultor,Sul,236.91,9,2015,13/09/2017 00:00:00,
1056,Rural Aquicultor,Sul,265.43,9,2016,13/09/2017 00:00:00,
1057,Rural Irrigante,Brasil,223.97,12,2012,13/09/2017 00:00:00,
1058,Rural Irrigante,Brasil,148.01,12,2013,13/09/2017 00:00:00,
1059,Rural Irrigante,Brasil,153.59,12,2014,13/09/2017 00:00:00,
1060,Rural Irrigante,Brasil,249.63,12,2015,13/09/2017 00:00:00,
1061,Rural Irrigante,Brasil,255.08,12,2016,13/09/2017 00:00:00,
1062,Rural Irrigante,Brasil,253.12,3,2003,13/09/2017 00:00:00,
1063,Rural Irrigante,Brasil,140.32,3,2012,13/09/2017 00:00:00,
1064,Rural Irrigante,Brasil,188.09,3,2013,13/09/2017 00:00:00,
1065,Rural Irrigante,Brasil,135.47,3,2014,13/09/2017 00:00:00,
1066,Rural Irrigante,Brasil,196.18,3,2015,13/09/2017 00:00:00,
1067,Rural Irrigante,Brasil,265.70,3,2016,13/09/2017 00:00:00,
1068,Rural Irrigante,Brasil,265.42,3,2017,13/09/2017 00:00:00,
1069,Rural Irrigante,Brasil,140.32,6,2012,13/09/2017 00:00:00,
1070,Rural Irrigante,Brasil,144.30,6,2013,13/09/2017 00:00:00,
1071,Rural Irrigante,Brasil,136.63,6,2014,13/09/2017 00:00:00,
1072,Rural Irrigante,Brasil,227.22,6,2015,13/09/2017 00:00:00,
1073,Rural Irrigante,Brasil,260.28,6,2016,13/09/2017 00:00:00,
1074,Rural Irrigante,Brasil,224.37,9,2012,13/09/2017 00:00:00,
1075,Rural Irrigante,Brasil,135.84,9,2013,13/09/2017 00:00:00,
1076,Rural Irrigante,Brasil,139.07,9,2014,13/09/2017 00:00:00,
1077,Rural Irrigante,Brasil,245.05,9,2015,13/09/2017 00:00:00,
1078,Rural Irrigante,Brasil,261.59,9,2016,13/09/2017 00:00:00,
1079,Rural Irrigante,Centro-Oeste,227.93,12,2012,13/09/2017 00:00:00,
1080,Rural Irrigante,Centro-Oeste,233.92,12,2013,13/09/2017 00:00:00,
1081,Rural Irrigante,Centro-Oeste,178.82,12,2014,13/09/2017 00:00:00,
1082,Rural Irrigante,Centro-Oeste,266.25,12,2015,13/09/2017 00:00:00,
1083,Rural Irrigante,Centro-Oeste,275.56,12,2016,13/09/2017 00:00:00,
1084,Rural Irrigante,Centro-Oeste,302.92,3,2003,13/09/2017 00:00:00,
1085,Rural Irrigante,Centro-Oeste,292.14,3,2012,13/09/2017 00:00:00,
1086,Rural Irrigante,Centro-Oeste,194.73,3,2013,13/09/2017 00:00:00,
1087,Rural Irrigante,Centro-Oeste,198.65,3,2014,13/09/2017 00:00:00,
1088,Rural Irrigante,Centro-Oeste,281.22,3,2015,13/09/2017 00:00:00,
1089,Rural Irrigante,Centro-Oeste,335.53,3,2016,13/09/2017 00:00:00,
1090,Rural Irrigante,Centro-Oeste,306.54,3,2017,13/09/2017 00:00:00,
1091,Rural Irrigante,Centro-Oeste,292.14,6,2012,13/09/2017 00:00:00,
1092,Rural Irrigante,Centro-Oeste,150.47,6,2013,13/09/2017 00:00:00,
1093,Rural Irrigante,Centro-Oeste,206.29,6,2014,13/09/2017 00:00:00,
1094,Rural Irrigante,Centro-Oeste,296.17,6,2015,13/09/2017 00:00:00,
1095,Rural Irrigante,Centro-Oeste,238.29,6,2016,13/09/2017 00:00:00,
1096,Rural Irrigante,Centro-Oeste,218.28,9,2012,13/09/2017 00:00:00,
1097,Rural Irrigante,Centro-Oeste,136.11,9,2013,13/09/2017 00:00:00,
1098,Rural Irrigante,Centro-Oeste,136.29,9,2014,13/09/2017 00:00:00,
1099,Rural Irrigante,Centro-Oeste,266.29,9,2015,13/09/2017 00:00:00,
1100,Rural Irrigante,Centro-Oeste,295.72,9,2016,13/09/2017 00:00:00,
1101,Rural Irrigante,Nordeste,223.30,12,2012,13/09/2017 00:00:00,
1102,Rural Irrigante,Nordeste,133.28,12,2013,13/09/2017 00:00:00,
1103,Rural Irrigante,Nordeste,146.35,12,2014,13/09/2017 00:00:00,
1104,Rural Irrigante,Nordeste,183.31,12,2015,13/09/2017 00:00:00,
1105,Rural Irrigante,Nordeste,200.88,12,2016,13/09/2017 00:00:00,
1106,Rural Irrigante,Nordeste,184.00,3,2003,13/09/2017 00:00:00,
1107,Rural Irrigante,Nordeste,132.34,3,2012,13/09/2017 00:00:00,
1108,Rural Irrigante,Nordeste,185.97,3,2013,13/09/2017 00:00:00,
1109,Rural Irrigante,Nordeste,126.66,3,2014,13/09/2017 00:00:00,
1110,Rural Irrigante,Nordeste,164.39,3,2015,13/09/2017 00:00:00,
1111,Rural Irrigante,Nordeste,198.06,3,2016,13/09/2017 00:00:00,
1112,Rural Irrigante,Nordeste,203.88,3,2017,13/09/2017 00:00:00,
1113,Rural Irrigante,Nordeste,132.34,6,2012,13/09/2017 00:00:00,
1114,Rural Irrigante,Nordeste,134.32,6,2013,13/09/2017 00:00:00,
1115,Rural Irrigante,Nordeste,137.18,6,2014,13/09/2017 00:00:00,
1116,Rural Irrigante,Nordeste,178.08,6,2015,13/09/2017 00:00:00,
1117,Rural Irrigante,Nordeste,197.20,6,2016,13/09/2017 00:00:00,
1118,Rural Irrigante,Nordeste,229.12,9,2012,13/09/2017 00:00:00,
1119,Rural Irrigante,Nordeste,127.08,9,2013,13/09/2017 00:00:00,
1120,Rural Irrigante,Nordeste,135.99,9,2014,13/09/2017 00:00:00,
1121,Rural Irrigante,Nordeste,181.40,9,2015,13/09/2017 00:00:00,
1122,Rural Irrigante,Nordeste,194.21,9,2016,13/09/2017 00:00:00,
1123,Rural Irrigante,Norte,243.37,12,2012,13/09/2017 00:00:00,
