variavel: PIB per capita;;;;;;;;;;;;
caminho: /Contabilidade Social/Série 2002 em diante/PIB per capita;;;;;;;;;;;;
fonte: Fundação de Economia e Estatística/Núcleo de Contabilidade Social. ;;;;;;;;;;;;
agrupador: Município;;;;;;;;;;;;
descricao: ;;;;;;;;;;;;
Município;ibge;latitude;longitude;2010 (R$);2011 (R$);2012 (R$);2013 (R$);2014 (R$);2015 (R$);2016 (R$);2017 (R$);2018 (R$)
Guaíba;4309308;-30,10859999999;-51,3233;30563,48;33005,81;37779,79;42262,85;51629,02;53984,04;59934,73;56669,84;68641,09
Guaporé;4309407;-28,8399;-51,88949999999;18689,81;20350,09;22005,73;24660,54;28452,09;30387,71;31161,96;33362,69;34001,53
Guarani das Missões;4309506;-28,1491;-54,56289999999;19644,01;21480,42;22034,88;29106,4;29589,83;30838,11;37785,4;37151,92;46961,83
Harmonia;4309555;-29,5456;-51,4185;15186,7;17560,22;20775,98;21926,55;25908,66;28640,37;33215,79;34308,46;35168,13
Herval;4307104;-32,024;-53,39439999999;8497,53;8527,01;10153,38;12202,05;14202,85;14516,45;17026,45;20122,72;19618,79
Herveiras;4309571;-29,4552;-52,65529999999;11770,35;13479,67;11506,62;16963,72;16089,25;17376,59;17515,72;20538,29;19922,85
Horizontina;4309605;-27,6282;-54,3053;48657,28;55532,31;55933,32;84747,06;103656,34;62311,87;67674,25;81910,12;84405,81
Hulha Negra;4309654;-31,4067;-53,8667;11996,12;14300,61;16058,76;19318,8;19292,03;22191,8;25909,58;24316,6;30024,62
Humaitá;4309704;-27,56909999999;-53,96949999999;16185,52;17937,78;17537,54;23937,94;25932,19;26206,49;27036,39;27580,56;30293,45
Ibarama;4309753;-29,4203;-53,1295;10444,54;11870,84;11622,89;15320,63;15578;16082,18;17884,36;19480,54;20531,21
Ibiaçá;4309803;-28,0566;-51,8599;21123,4;24827,53;23885,52;36647,99;32858,86;36748,25;41085,74;39763,14;47075,19
Ibiraiaras;4309902;-28,37409999999;-51,6377;18547,94;20546,37;23734,92;27408,54;29302,79;33463,33;35578,57;31990,31;33922,21
Ibirapuitã;4309951;-28,6247;-52,51579999999;12803,84;15468,93;14808,19;22523,65;20433,02;23801,99;26862,35;22915,39;29111,88
Ibirubá;4310009;-28,63019999999;-53,0961;26191,53;30923,21;36660,3;46062,02;48271,72;43302,39;47750,87;44413,47;52551,35
Igrejinha;4310108;-29,56929999999;-50,79189999999;32235,64;35585,39;38292,55;39358,43;42869,8;43866,96;42909,37;45664,66;49798,73
Ijuí;4310207;-28,3881;-53,92;20617,4;26135,23;29736,24;30705,38;31212,89;34167,32;37268,87;38341,14;42446,9
Ilópolis;4310306;-28,9282;-52,12579999999;14894,64;16578,95;16950,22;22401,46;25745,11;25788,67;28076,42;26520,62;25566,37
Imbé;4310330;-29,9753;-50,1281;14211;14124,64;16619,26;17184,24;18928,59;20913,69;22512,15;23398,58;20405,2
Imigrante;4310363;-29,3508;-51,7747;36283,02;40645,27;41888,88;53465,15;69616,55;55009,57;55696,38;57304,65;76801,62
Independência;4310405;-27,8354;-54,1886;15680,57;20986,85;14200,87;25695,16;28158,42;31306,64;37586,71;33073,12;45611,91
Inhacorá;4310413;-27,8752;-54,015;13960,47;17469,22;11337,23;21340,64;20722,83;22088,04;25747,01;25308,63;32435,19
Ipê;4310439;-28,8171;-51,28589999999;18141,28;18634,78;18734,22;25125,7;26089,55;31298,1;33922,6;30261,15;29864,74
Ipiranga do Sul;4310462;-27,9404;-52,4271;26331,15;31105,08;29769,25;39053,01;40235,4;40871,41;46589,5;43163,38;54739,6
Iraí;4310504;-27,1951;-53,2543;9574,76;11043,15;12566,24;15325,05;16811,27;17769,96;19760,84;22082,63;23137,18
Itaara;4310538;-29,60129999999;-53,7725;9988,36;11194,54;11478,58;14335,23;14943,34;15437,89;16103,68;16406,44;22856,48
Itacurubi;4310553;-28,7913;-55,2447;13151,27;13665,18;13651,83;19240,3;17899,06;22724,31;27092,5;24669,41;26512,97
Itapuca;4310579;-28,7768;-52,1693;12522,81;14972,01;13551,71;18267,45;19629,76;19532,19;21702,9;23325,95;27090,56
Itaqui;4310603;-29,131;-56,55149999999;17966,51;19077,94;21653,59;25746,81;27694,56;29698,41;30894,57;34314,16;36770,02
Itati;4310652;-29,48832;-50,11357999999;13363,67;13337,69;14491,71;21674,1;21686,83;25344,45;30955,31;23372,68;26379
Itatiba do Sul;4310702;-27,38459999999;-52,4538;8879,28;9474,57;9651,51;11909,72;14009,17;14061,72;15780,53;16583,61;17120,09
Ivorá;4310751;-29,52319999999;-53,5842;14819;14016,92;13123,04;20063,61;20494,44;22183,52;23575,6;23078,92;27266,57
Ivoti;4310801;-29,59949999999;-51,1533;25557,03;27323,97;31260,21;33347,09;36435,99;39991,57;40868,82;40144,18;42392,5
Jaboticaba;4310850;-27,63469999999;-53,2762;13811,23;14533,69;11921,85;17434,3;18209,87;20680,35;22969,25;21049,72;25581,78
Jacuizinho;4310876;-29,02199999999;-53,05369999999;15515,93;19587,03;16032,43;31340,39;29394,93;32616,21;39213,41;37105,82;43708,96
Jacutinga;4310900;-27,72909999999;-52,53719999999;18891,08;22327,13;21706,76;33386,72;30879,6;33701,41;32112,25;31536,49;37600,75
Jaguarão;4311007;-32,5604;-53,377;11743,2;11942,24;14521,77;18303,84;20620,98;21225;22856,89;25658,02;24959,82
Jaguari;4311106;-29,4936;-54,703;11965,08;12647,26;14136,36;16808,84;16323,68;19178,73;19914,34;20831,62;23282,63
Jaquirana;4311122;-28,8811;-50,3637;9555,86;10257,99;11511,49;13045,19;14327,5;14886,06;16688,28;16726,62;17759,46
Jari;4311130;-29,2922;-54,2237;20907,86;26937,63;19889,87;41952,04;38386,3;45082,5;51664,07;48481,71;62056,45
Jóia;4311155;-28,6435;-54,1141;24631,89;31702,45;19397,6;42092,31;39667,16;42755,43;47921,41;46834,89;61671,49
Júlio de Castilhos;4311205;-29,2298;-53,67719999999;20911,86;26835,09;25503,68;40287,44;42588,24;49228,29;52586,19;52616,78;67506,41
Lagoa Bonita do Sul;4311239;-29,48819999999;-53,0138;11157,3;13715,46;13808,41;17601,19;17865,78;18984,5;18286,59;21032,21;20740,88
Lagoa dos Três Cantos;4311270;-28,56759999999;-52,8618;25361,39;29980,82;27947,12;42684,02;38107,38;44004,46;52519,63;45801,89;58589,01
Lagoa Vermelha;4311304;-28,20929999999;-51,52479999999;19918,31;22601,87;25254,71;28793,67;32364,32;32183,46;33088,21;33907,96;41824,19
Lagoão;4311254;-29,2348;-52,7997;8612,55;9841,13;9848,62;13121,35;12873,92;13769,61;14519,56;16035,29;17328,85
Lajeado;4311403;-29,45909999999;-51,96439999999;29642,12;32733,12;38727,72;37917,7;41678,13;41454,65;43347,89;45888,7;51129,4
Lajeado do Bugre;4311429;-27,69129999999;-53,1818;9514,09;11743,96;9938,31;14991,66;14887,54;15304,75;19410,32;16923;19110,67
Lavras do Sul;4311502;-30,80709999999;-53,89309999999;15655,21;15825,14;17168,09;22638,27;23871,29;28286,36;31896,52;27998,3;33585,41
Liberato Salzano;4311601;-27,60099999999;-53,07529999999;9725,46;12278,02;11312,08;15570,85;17333,76;20309,76;21372,74;21915,15;26530,72
Lindolfo Collor;4311627;-29,58589999999;-51,2141;30351,65;28256,8;34283,75;40243,47;54686,42;53300,57;50696,24;52057,5;49614,84
Linha Nova;4311643;-29,4679;-51,20029999999;15004,92;16000,59;17272,99;23512,91;24707,09;28131,71;33287,6;27143,49;28231,24
Maçambará;4311718;-29,1445;-56,06739999999;26164,05;26880,01;23548,78;38115,24;36924,33;43046,54;50016,38;51218,87;53206,04
Machadinho;4311700;-27,5667;-51,6668;13481,8;14372,83;14882,98;18165,71;21257,09;23935,99;28418,33;27148,36;32759,17
Mampituba;4311734;-29,2136;-49,9311;8181,12;8689,27;9699,75;11397,01;14023,15;15738,04;17434,83;18352,82;17811,58
Manoel Viana;4311759;-29,58589999999;-55,48409999999;14261,85;16875,22;15158,92;23943,58;23420,41;28725,29;30961,72;31793,72;38077,86
Maquiné;4311775;-29,6798;-50,2079;8337,1;9070,83;10230,5;12086,46;14040,91;15366,14;17370,71;15984,38;17974,48
Maratá;4311791;-29,5457;-51,55729999999;21280,08;23496,96;27581,04;32130,78;36623,21;34272,37;33753,53;34476,97;25836,81
Marau;4311809;-28,4498;-52,19859999999;30326,63;37876,97;36300,84;38180,1;41829,37;42109,96;46609,67;46075,14;47227,43
Marcelino Ramos;4311908;-27,4676;-51,9095;11438,46;13221,72;14242,38;16878,29;18537,65;20320,33;21978,09;22750,07;25962,98
Mariana Pimentel;4311981;-30,3531;-51,5803;10634,78;11084,67;11122,1;12114,95;13701,09;14685,96;21422,45;17120,47;17088,47
Mariano Moro;4312005;-27,3568;-52,1467;11613,56;13034,61;13870,26;19084,54;21672,4;21585,87;22181,51;21507,96;24561,27
Marques de Souza;4312054;-29,33109999999;-52,09729999999;11128,11;13614,04;14955,42;15924,06;17610,96;18558,37;20212,02;20065,51;21853,47
Mata;4312104;-29,5649;-54,4641;9910,38;11987,59;12475,47;15996,13;17201,31;18214,25;21347,18;20868,51;23487,15
Mato Castelhano;4312138;-28,28;-52,19319999999;21215,09;27356,36;28154,48;40308,33;38012,66;42987,22;42995,52;31824,39;40974,96
Mato Leitão;4312153;-29,5285;-52,1278;24632,33;30520,35;27311,31;25081,33;32770,53;31561,48;31209,85;30519,42;34596,54
Mato Queimado;4312179;-28,2475;-54,61919999999;15365,85;18046,92;15216,56;26174,27;24649,39;24592,04;30487,08;28089,49;35649,15
Maximiliano de Almeida;4312203;-27,6325;-51,8021;11939,58;13141,62;14346,54;15871,99;17167,36;19049,59;21880,96;20328,51;26275,72
Minas do Leão;4312252;-30,13459999999;-52,04229999999;11298,47;10970,68;11994;15445,26;16446,09;20556,36;21773,01;18860,37;21970,07
Miraguaí;4312302;-27,497;-53,6891;11354,4;17064,21;17602,52;23855,61;25088,96;25296,59;28296,67;23859,58;27569,85
Montauri;4312351;-28,6462;-52,0767;21986,41;23524,74;22971,19;31019,59;30893,19;34555,39;36476,36;34736,2;38938,18
Monte Alegre dos Campos;4312377;-28,68049999999;-50,7834;10065,21;10443,72;13657,25;13340,36;15251,17;17925,19;22311,89;22416,98;20136,01
Monte Belo do Sul;4312385;-29,16069999999;-51,63329999999;27744,01;30825,11;38031,93;36913,43;44032,54;44389,68;42469,14;49024,6;30817,49
Montenegro;4312401;-29,6824;-51,4679;30974,06;33013,2;35121,09;42064,92;44322,37;44796,15;44610,73;51695,39;57568,88
Mormaço;4312427;-28,6968;-52,6999;16951,17;20507,18;19580,3;27583,76;26324,87;28069,27;28982,4;29660,42;35419,1
Morrinhos do Sul;4312443;-29,3578;-49,9328;11224,56;11005,31;12171,5;14552,28;16693,53;16237,59;19055,63;18974,01;18521,64
Morro Redondo;4312450;-31,58869999999;-52,6261;9640,31;10065,47;11254,09;12336,26;13064,56;13582,26;14095,03;13590,8;14014,95
Morro Reuter;4312476;-29,5379;-51,08109999999;16014,44;16629,35;19765,4;21039,89;22488,62;24275,89;27688,06;27942,96;28815,4
Mostardas;4312500;-31,10539999999;-50,91669999999;16501,89;14416,72;18501,98;20594,07;25172,9;22264,59;26416,53;28599,29;28099,77
Muçum;4312609;-29,163;-51,8714;39126,49;40340,82;43603,24;32883,02;43288,15;45712,39;49323,07;56675,81;50658,96
Muitos Capões;4312617;-28,31319999999;-51,18359999999;76556,19;71419,84;72946,85;101947,46;119425,35;138867,52;163093,76;119322,26;136948,23
Muliterno;4312625;-28,32529999999;-51,7697;15046,7;17534,87;16961,39;22080,4;21152,14;23390,8;26331,68;23217,81;27746,19
Não-Me-Toque;4312658;-28,45479999999;-52,81819999999;38806,52;47070,72;49525,3;66787,19;64006,56;57866,11;58889,12;66717,81;72952,08
Nicolau Vergueiro;4312674;-28,5298;-52,46759999999;25432,56;32406,46;29906,93;43529,25;36465,23;45666,7;46717,6;46644,31;54560,41
Nonoai;4312708;-27,3689;-52,77559999999;15329,65;18980,03;18406,76;23083,65;22629,45;26889,7;30127,44;29964,75;36362,42
Nova Alvorada;4312757;-28,6822;-52,1631;22078,99;25971,12;25426,22;34368,79;38135,44;39723;44466,67;46112,05;47136,72
Nova Araçá;4312807;-28,6537;-51,7458;34763,08;38365,46;41753,82;33959,04;50532,95;66770,51;60459,12;41940,14;44993,4
Nova Bassano;4312906;-28,72909999999;-51,7072;48553,13;60457,5;75615,68;74520,5;91792,4;70397,59;56688;51101,73;52022,36
Nova Boa Vista;4312955;-27,99259999999;-52,9784;17235,44;20245,74;19188,45;29879,26;35566,67;38268,82;41861,11;41381,97;50995,29
Nova Bréscia;4313003;-29,2182;-52,0319;17977,76;18441,38;19276,34;21892,85;24165,58;26831,14;28868,96;29733,36;31382,48
Nova Candelária;4313011;-27,6137;-54,10739999999;23120,2;29429,5;30023,63;36050,13;40344,93;41267,57;46661,27;48257,38;54286,94
Nova Esperança do Sul;4313037;-29,4066;-54,8293;18821,8;21184,59;23397,87;24818,13;23643,11;24287,9;24744,63;25212,75;24296,89
Nova Hartz;4313060;-29,5807;-50,90509999999;31642,2;38470,58;38562,74;32978,93;36603,29;32558,44;29735,16;30070,72;29692,26
Nova Pádua;4313086;-29,0275;-51,3098;16017,64;16765,83;18079,73;19407,91;22308,95;24745,18;26688,29;25964,88;27898,35
Nova Palma;4313102;-29,471;-53,46889999999;17680,23;20053,59;19669,4;25960,48;29430,15;31743,11;42364,51;42159,91;47644,91
Nova Petrópolis;4313201;-29,37409999999;-51,1135;21092,7;23796,62;26982;28003,49;30173,54;32787,72;34015,95;36889,75;37459,32
Nova Prata;4313300;-28,7799;-51,6113;30309,64;32009,52;33034,26;35125,52;34097,8;39760,46;43317,47;46946,58;59362,18
Nova Ramada;4313334;-28,0667;-53,69919999999;19910,66;25886,45;18728,58;35911,8;34375,14;41274,92;50776,97;46010,96;66824,76
Nova Roma do Sul;4313359;-28,98819999999;-51,4095;19517,32;21132,33;23229,43;26606,99;29456,3;43968,56;40136,55;46224,05;49916,71
Nova Santa Rita;4313375;-29,85249999999;-51,2837;23093,49;27975,3;32838,21;36863,26;42775,35;42352,38;43869,97;42749,68;58018,11
Novo Barreiro;4313490;-27,90769999999;-53,1103;10664,52;11972,41;11455,77;16856,29;17226,63;18139;19841,88;19435,59;21293,6
Novo Cabrais;4313391;-29,73379999999;-52,9489;11604,75;12437,34;13045,93;16877,11;19069,6;20268,5;19090,69;22263,8;21226,57
Novo Hamburgo;4313409;-29,6876;-51,1328;23161,92;25942,29;27246,74;28468,07;31444,06;32660,48;33146,73;35013,51;38159,33
Novo Machado;4313425;-27,57649999999;-54,50359999999;14289,93;17829,9;16678,63;22609,46;24730,04;28112,31;30675,94;30897,06;35530,59
Novo Tiradentes;4313441;-27,5649;-53,1837;10993,7;14792,86;12457,96;18571,31;18237,87;19037,12;23493,33;20425,06;22159,08
Novo Xingu;4313466;-27,74309999999;-53,06159999999;14776,13;16102,81;13507,7;22910,26;23637,34;25954,04;29048,1;27459,18;33153,97
Osório;4313508;-29,8881;-50,2667;30263,66;31883,88;40369,92;23974,37;26639,98;28552,08;30017,17;45569,04;34323,48
Paim Filho;4313607;-27,7075;-51,76299999999;15427,14;15468,82;17096,09;17939,24;21286,06;22431,98;25200,26;24313,88;28327,75
Palmares do Sul;4313656;-30,25349999999;-50,5103;16242,18;16213,26;19520,81;23403,55;26503,59;35681,73;36662,09;43127,14;41484,76
Palmeira das Missões;4313706;-27,9006;-53,3134;18716,4;23700,26;20826,6;29493,42;30543,91;32544,89;37190,27;38863,08;43616,98
Palmitinho;4313805;-27,3596;-53,558;11443,88;13608,46;15004,16;18317,85;22143,3;21789,06;25293,57;24962,63;25956,58
Panambi;4313904;-28,2833;-53,50229999999;28899,89;31948,69;30375,43;39713,95;46096,23;40905,15;40626,24;47201,27;49260,55
Pantano Grande;4313953;-30,1901;-52,3729;15991,38;18155,45;20886,56;23782,9;25857,18;27375,56;32014,9;33710,99;37352,14
Paraí;4314001;-28,59639999999;-51,7896;21069,78;24264,57;25723,43;29451,78;33365,4;34134;35940,44;34692,41;38249,25
Paraíso do Sul;4314027;-29,6717;-53,14399999999;10956,54;12170,95;12207,45;15809;16779,59;18610,11;18749,12;21002,33;20382,24
Pareci Novo;4314035;-29,6365;-51,39739999999;14196,03;14664,6;16519,73;18271,33;19947,22;21098,2;22440,16;23436,26;25141,19
Parobé;4314050;-29,6243;-50,8312;14172,35;15695,09;16842,01;17565,52;20004,62;19627,05;18956,02;20340,79;21283,76
Passa Sete;4314068;-29,45769999999;-52,95989999999;9771,23;12074,9;11981,38;15537,09;15461,15;16336,12;15179,87;19305,19;18428,98
Passo do Sobrado;4314076;-29,748;-52,27479999999;15285,89;18595,29;17556,4;22505,22;22080,16;23041,15;25823,69;26800,57;26492,16
Passo Fundo;4314100;-28,2576;-52,4091;21116,15;24990,02;31771,37;37199,2;37753,41;39733,81;42177,06;43183,62;45327,11
Paulo Bento;4314134;-27,6978;-52,42609999999;21229,79;24475,51;24511,96;31979,2;29366,43;33033,5;40043,11;40709,88;41540,84
Paverama;4314159;-29,5485;-51,73389999999;10857,84;13004,93;14536,43;15026,84;17947,03;17879,48;19866,69;19581,8;20008,85
Pedras Altas;4314175;-31,72169999999;-53,58379999999;17725,13;18761,78;19269,15;27629,23;29438,87;46355,14;44212,18;49669,96;54878,22
Pedro Osório;4314209;-31,8642;-52,81839999999;13508,18;10159,86;11219,03;12424,05;14786,63;15457,57;16219,19;18955,62;19281,18
Pejuçara;4314308;-28,4283;-53,65789999999;29880,98;36068,98;25294,73;49265,17;45813,46;48895,77;60950,69;54286,19;68905,46
Pelotas;4314407;-31,7649;-52,3371;12898,79;16014,25;17412,93;17489,33;19465,28;21557,99;23579,82;24894,68;25884,35
Picada Café;4314423;-29,4464;-51,13669999999;46113,72;49603,92;54927,44;54857,56;63493,19;55383,97;58083,56;52383,43;60482,63
Pinhal;4314456;-27,50799999999;-53,20819999999;14218,32;15908,46;16578,68;22088,7;23211,81;24717,27;27498,63;28127,54;28699,25
Pinhal da Serra;4314464;-27,86339999999;-51,1702;150002,08;162677,74;173631,67;116257,01;104978,7;180703,16;182543,84;157209,06;130250,55
Pinhal Grande;4314472;-29,34499999999;-53,3207;75738,53;68689,02;44924,89;28265,76;31349,25;86892,34;90431,49;108054,1;157011,32
Pinheirinho do Vale;4314498;-27,21089999999;-53,60799999999;9976,23;10929,7;11186,45;13882,27;15659,79;15521,63;15379,75;17984,27;17490,5
Pinheiro Machado;4314506;-31,5794;-53,3798;12566,8;13902,46;14474,25;16078,43;19078,67;19372;23142,18;22623,23;23263,4
Pinto Bandeira;4314548;-29;-54;-;-;-;12250,83;12918,56;16675,67;18387,77;16939,1;17997,61
Pirapó;4314555;-28,0439;-55,20009999999;10288,06;11703,94;11924,62;15205,33;16397,88;18647,28;22078,28;21585,41;28699,24
Piratini;4314605;-31,44729999999;-53,09729999999;9185,51;10214;11378,64;13625,24;15062,06;15421,19;16965,91;19056,39;20169,21
Planalto;4314704;-27,32969999999;-53,0575;9328,37;10102,06;10897,43;12800,97;14307,36;15681,93;17526,53;18019,9;19210,19
Poço das Antas;4314753;-29,4481;-51,6719;13284,07;13515,15;17312,56;27890,76;28124,72;29855,91;32902,52;33742,77;42139,95
Pontão;4314779;-28,05849999999;-52,67909999999;28721,34;34585,33;33115,61;47578,66;36349,09;51768,31;60457,31;53597,18;57698,04
Ponte Preta;4314787;-27,6587;-52,4848;14893,8;17184,73;16681,25;25550;25306,36;25278,78;30996,21;29046,22;39438,58
Portão;4314803;-29,70149999999;-51,24289999999;24664,26;26851,95;26345,88;29247,77;34056,07;33570,01;32416,8;31050,8;33064,14
Porto Alegre;4314902;-30,032778;-51,23;30302,72;34171,95;38260,96;39460,23;43456,95;46133,13;49111,38;49740,9;52149,66
Porto Lucena;4315008;-27,8569;-55,00999999999;9952,06;11668,81;11291,03;14593,43;14763,98;16666,07;19162,54;19228,58;21969,76
Porto Mauá;4315057;-27,57959999999;-54,6657;10946,54;12938,43;14516,62;15947,82;17480,24;19853,82;22966,32;21434,67;25576,93
Porto Vera Cruz;4315073;-27,7405;-54,8994;9918,21;11701,29;12286,36;16418,08;17214,91;17061,39;18506,43;19177,75;22295,78
Porto Xavier;4315107;-27,9082;-55,1379;8878,79;8946,66;9366,02;11955,12;11728,02;13303,68;14830,41;14556,1;17084,16
Pouso Novo;4315131;-29,1738;-52,2136;15356,72;16855,35;18271,61;21117,63;21391,26;20496,74;23571,56;24182,71;25068,23
Presidente Lucena;4315149;-29,5176;-51,1798;14167,1;17191,63;21145,51;26384,69;33161,3;37453,54;37717,98;38016,98;48987,29
Progresso;4315156;-29,24419999999;-52,31969999999;11147,87;13376,3;13037,31;15784,04;17556;16938,1;18264,82;19615,98;19875,75
Protásio Alves;4315172;-28,7572;-51,4757;13595,67;15938,9;14977,56;22122,46;23336,84;24757,8;25622,88;25755,31;26527,18
Putinga;4315206;-29,0045;-52,1569;12899,74;15657,18;14599,69;17808,8;19987,29;21057,33;21776,62;22441,76;23834,38
Quaraí;4315305;-30,384;-56,4483;10499,74;10707,11;11729,15;13435,64;15385,95;17228,14;17991,14;18919,34;19655,67
Quatro Irmãos;4315313;-27,81629999999;-52,44189999999;26985,49;33374,63;27173,88;44121,55;47380,57;54379,59;62393,56;57362,15;71454,35
Quevedos;4315321;-29,3504;-54,07889999999;21588,5;28754,57;24999,33;45361,18;44091,97;46833,74;54034,87;49113,64;64739,81
Quinze de Novembro;4315354;-28,7465;-53,1011;20015,84;24690,11;23999,19;35702,71;33797,26;33730,98;35413,67;35969,09;39063,17
Redentora;4315404;-27,664;-53,6407;6698,09;7887,15;7079,22;12054,52;12340,98;12976,99;14664,57;14010,19;15104,23
Relvado;4315453;-29,11639999999;-52,0778;14331,52;15150,54;14799,61;19360,86;20828,42;21456,56;22194,12;20958,97;22419,38
Restinga Sêca;4315503;-29,8188;-53,38069999999;12570,94;14772,58;16176,18;19777,31;21527,83;23362,75;24855,35;26114,63;29261,26
Rio dos Índios;4315552;-27,2973;-52,8417;10998,46;13114,61;12455,88;20254,85;18324,88;21726,98;23699,57;23805,04;30590,88
Rio Grande;4315602;-32,0349;-52,1071;26073,73;27353,95;32491,92;39522,19;35525,44;34986,57;46305,85;44014,66;51681,23
Rio Pardo;4315701;-29,988;-52,37109999999;11678,78;13276,18;13281,78;18031,18;19140,04;21258,35;23107,34;22366,51;24379,36
Riozinho;4315750;-29,63899999999;-50,44879999999;16719,17;17729,95;20415,01;22971,02;25118,48;24340,18;23734,6;24458,75;26746,67
Roca Sales;4315800;-29,28839999999;-51,8658;19800,69;20217,3;19715,41;29935,51;36117,97;38371,44;39622,43;39352,32;40933,3
Rodeio Bonito;4315909;-27,4742;-53,1706;12768,23;15454,84;15831,18;19507,14;22580,53;24023,62;26832,98;31121,85;29815,99
Rolador;4315958;-28,25767;-54,81864;17472,49;21665,73;15683,85;29914,91;29155,12;29522,94;38721,47;32920,76;42416,84
Rolante;4316006;-29,6462;-50,58189999999;15255,5;17703,7;18469,86;20591,98;23003,03;24830,57;25127,67;27098,22;29148,17
Ronda Alta;4316105;-27,7758;-52,80559999999;15251,35;17165,21;16312,54;21585,21;23528,52;24582,08;29067,8;28060,27;33171,06
Rondinha;4316204;-27,83149999999;-52,90809999999;15565,71;17604,47;15895,41;23685,17;24127,9;29535,97;33597,52;32028,33;36694,9
Roque Gonzales;4316303;-28,1297;-55,0266;11057,07;12638,78;11750,42;15006,37;15899,21;78574,27;84282,51;106579,64;116928,24
Rosário do Sul;4316402;-30,2515;-54,9221;13109,73;15417,28;14559,37;17321,49;18668,57;20445,09;21021,82;22633,94;22909,03
Sagrada Família;4316428;-27,7085;-53,1351;9775,44;11652,99;9652,32;17634,46;19557,52;20347,95;22399,76;19599,08;22059,43
Saldanha Marinho;4316436;-28,3941;-53,097;22555,2;28050,93;21335,08;41136,91;36411,81;41467,03;51028,81;48479,25;61415,45
Salto do Jacuí;4316451;-29,09509999999;-53,21329999999;36906,2;34509,7;25844,89;19261,21;19094,25;37903,24;45928,59;49242,29;64808
Salvador das Missões;4316477;-28,1233;-54,83729999999;22322,59;25280,97;26410,67;30677,03;31498,97;35713,46;40245,06;41340,62;45272,54
Salvador do Sul;4316501;-29,4386;-51,5077;25151,22;29298,42;29559,24;35658,36;36985,72;36927,98;37024,77;38066,63;36513,05
Sananduva;4316600;-27,94699999999;-51,80789999999;18117,58;21060,27;22934,18;26839,48;27680,62;28577,88;31625,35;31778,76;36886,58
Santa Bárbara do Sul;4316709;-28,3653;-53,25099999999;29814,65;38942,67;39627,16;59415,85;55452,73;61961,78;76637,08;66972,79;97177,43
Santa Cecília do Sul;4316733;-28,1537;-51,9296;21231,17;26863,92;23340,49;34804,22;37942,39;38089,61;43568,58;41062,74;45803,27
Santa Clara do Sul;4316758;-29,47469999999;-52,08429999999;15894,23;20466,74;21564,04;26597,26;35674,28;35310,33;35515,16;36749,18;40944,1
Santa Cruz do Sul;4316808;-29,722;-52,4343;35309,28;40648,97;45384,21;53832,35;63692,22;61578,03;64528,1;64653,78;73286,09
Santa Margarida do Sul;4316972;-30,32959999999;-54,08229999999;38767,43;33279,49;29592,37;52065,97;52641,34;72782,38;73422,31;63950,59;89179,78
Santa Maria;4316907;-29,6868;-53,81499999999;15348,54;17430,03;19119,25;21043,4;23562,6;23026,71;24173,98;25686,04;27785,51
Santa Maria do Herval;4316956;-29,4902;-50,9919;20476,37;20774,37;22341,92;27116,62;28137,07;33044,96;32658,26;42174,81;30458,86
Santa Rosa;4317202;-27,8702;-54,47959999999;21670,12;25056,54;30149,54;31327,51;32399,65;33328,54;35819,2;38626,76;41100,58
Santa Tereza;4317251;-29,1655;-51,7351;13681,52;14870,55;15489;17572,92;20023,08;20578,87;20568,7;23889,41;21624,84
Santa Vitória do Palmar;4317301;-33,52499999999;-53,37169999999;14543,23;14534,03;16512,98;20235,4;24973,87;26548,37;28693,08;30713,95;44990,62
Santana da Boa Vista;4317004;-30,8697;-53,10999999999;8962,82;10261,14;11147,87;13625,67;15495,97;19698,56;22744,32;20850,51;23216,69
Santana do Livramento;4317103;-30,88769999999;-55,5315;10590,67;12010,81;13737,94;15767,88;17510,32;22919,32;27987,47;31288,14;33840,09
Santiago;4317400;-29,18969999999;-54,86659999999;11157,03;12946,62;13939,23;16851,35;18955,3;21476,37;23681,12;25091,89;29150,81
Santo Ângelo;4317509;-28,3001;-54,2668;15778,93;17892,37;18665,19;22310,61;23735,84;25751,24;27996,94;29315,5;34128,89
Santo Antônio da Patrulha;4317608;-29,82679999999;-50,51749999999;14443,56;15499,85;18024,28;23214,32;25388,54;25330,27;26809,38;29928,66;29889,94
Santo Antônio das Missões;4317707;-28,51399999999;-55,22509999999;13346,92;14858,61;11992,12;20091,16;20337,1;24951,81;27677,05;28746,13;36914,92
Santo Antônio do Palma;4317558;-28,4956;-52,02669999999;16817,61;20365,57;22092,61;28698,67;32365,97;32132,79;31016,51;34952,55;41726,95
Santo Antônio do Planalto;4317756;-28,40309999999;-52,69919999999;26704,22;30441,16;25871,26;42708,78;37058,11;44270,78;50040,84;45240,25;55201,52
Santo Augusto;4317806;-27,85259999999;-53,7776;17511,7;21954,99;19689,7;28547,62;28357,78;32515,07;35840,17;39951,17;39859,94
Santo Cristo;4317905;-27,8263;-54,66199999999;19091,7;20260,62;21909,82;26430,09;27588,57;29104,79;33008,93;34034,19;39854,23
Santo Expedito do Sul;4317954;-27,90739999999;-51,6433;14220,66;15667,26;15515,2;21350,26;23595,08;24980;28675,25;25700,85;31755,81
São Borja;4318002;-28,6578;-56,00359999999;15929,82;17235,69;19530,28;23435,84;23859,94;25608,56;26758,06;28405,45;31467,27
