variavel: Total;;;;;;;;;;;;
caminho: /Comunicações/Acessos à Internet/Meio de Acesso/Total;;;;;;;;;;;;
fonte: Agência Nacional de Telecomunicações.;;;;;;;;;;;;
agrupador: Município;;;;;;;;;;;;
descricao: ;;;;;;;;;;;;
Município;ibge;latitude;longitude;2010 (-);2011 (-);2012 (-);2013 (-);2014 (-);2015 (-);2016 (-);2017 (-);2018 (-)
Não-Me-Toque;4312658;-28,45479999999;-52,81819999999;7572;14995;22274;23396;23396;22178;13252;19802;28466
Nicolau Vergueiro;4312674;-28,5298;-52,46759999999;175;256;1039;1868;1868;2477;2923;3837;922
Nonoai;4312708;-27,3689;-52,77559999999;889;3382;9149;9239;9239;10733;9556;11903;27369
Nova Alvorada;4312757;-28,6822;-52,1631;447;1387;4900;4324;4324;4570;5758;7386;4009
Nova Araçá;4312807;-28,6537;-51,7458;1256;1951;3403;3070;3070;2709;3136;4757;14535
Nova Bassano;4312906;-28,72909999999;-51,7072;3786;6067;11848;13784;13784;15116;17779;20980;24080
Nova Boa Vista;4312955;-27,99259999999;-52,9784;159;543;718;721;721;662;578;588;638
Nova Bréscia;4313003;-29,2182;-52,0319;497;2924;4920;5968;5968;5952;5946;5830;5601
Nova Candelária;4313011;-27,6137;-54,10739999999;62;243;229;244;244;316;98;105;355
Nova Esperança do Sul;4313037;-29,4066;-54,8293;243;861;2793;3722;3722;4292;2358;2069;6203
Nova Hartz;4313060;-29,5807;-50,90509999999;2028;6682;13723;14099;14099;13159;10259;16757;32955
Nova Pádua;4313086;-29,0275;-51,3098;249;924;3063;3368;3368;1933;2253;3211;2151
Nova Palma;4313102;-29,471;-53,46889999999;853;2556;3292;3430;3430;3901;3738;4241;4766
Nova Petrópolis;4313201;-29,37409999999;-51,1135;5121;17484;19038;21223;21223;21388;20075;29173;67177
Nova Prata;4313300;-28,7799;-51,6113;6767;13444;34840;55807;55807;66846;78255;88722;102336
Nova Ramada;4313334;-28,0667;-53,69919999999;20;116;372;523;523;625;644;715;1396
Nova Roma do Sul;4313359;-28,98819999999;-51,4095;187;473;3314;4188;4188;2624;2904;3872;4421
Nova Santa Rita;4313375;-29,85249999999;-51,2837;2357;7318;11542;12685;12685;54159;22959;29048;47690
Novo Barreiro;4313490;-27,90769999999;-53,1103;81;578;1080;1216;1216;1407;1458;1883;1257
Novo Cabrais;4313391;-29,73379999999;-52,9489;717;2698;2011;2397;2397;3823;5754;4782;3139
Novo Hamburgo;4313409;-29,6876;-51,1328;96997;368332;472858;511109;511109;556281;584881;646985;669745
Novo Machado;4313425;-27,57649999999;-54,50359999999;75;309;499;514;514;543;508;512;836
Novo Tiradentes;4313441;-27,5649;-53,1837;95;251;275;310;310;317;366;528;406
Novo Xingu;4313466;-27,74309999999;-53,06159999999;16;44;184;281;281;268;272;414;827
Osório;4313508;-29,8881;-50,2667;11213;41628;49008;53319;53319;57942;54445;66248;160191
Paim Filho;4313607;-27,7075;-51,76299999999;180;626;1085;1352;1352;1291;2227;2250;1434
Palmares do Sul;4313656;-30,25349999999;-50,5103;3257;11887;16563;17556;17556;18795;20109;20428;22195
Palmeira das Missões;4313706;-27,9006;-53,3134;7072;22926;30067;31191;31191;30877;34080;40849;34797
Palmitinho;4313805;-27,3596;-53,558;216;536;998;935;935;977;1082;1347;5413
Panambi;4313904;-28,2833;-53,50229999999;7144;23674;34818;36073;36073;38071;30641;34438;59232
Pantano Grande;4313953;-30,1901;-52,3729;1592;2549;1906;1900;1900;1666;1604;2052;3531
Paraí;4314001;-28,59639999999;-51,7896;1800;3614;10889;14754;14754;17540;21691;25368;21993
Paraíso do Sul;4314027;-29,6717;-53,14399999999;203;583;858;900;900;1042;1332;1520;6856
Pareci Novo;4314035;-29,6365;-51,39739999999;663;1988;2469;2510;2510;2412;2393;2385;6529
Parobé;4314050;-29,6243;-50,8312;6886;19835;36527;53041;53041;62524;67011;57364;66313
Passa Sete;4314068;-29,45769999999;-52,95989999999;4;24;101;114;114;465;211;246;1983
Passo do Sobrado;4314076;-29,748;-52,27479999999;139;441;576;539;539;523;546;592;1993
Passo Fundo;4314100;-28,2576;-52,4091;79087;323051;413614;444759;444759;467575;449394;462285;541127
Paulo Bento;4314134;-27,6978;-52,42609999999;78;221;1048;200;200;216;225;210;476
Paverama;4314159;-29,5485;-51,73389999999;367;1155;1363;1429;1429;1458;1519;1638;10663
Pedras Altas;4314175;-31,72169999999;-53,58379999999;14;60;277;261;261;331;252;357;1712
Pedro Osório;4314209;-31,8642;-52,81839999999;1111;4339;8335;9364;9364;9974;4844;4725;7276
Pejuçara;4314308;-28,4283;-53,65789999999;413;1207;1467;1513;1513;1490;1533;1590;8693
Pelotas;4314407;-31,7649;-52,3371;103861;445482;550664;601169;601169;775542;813532;896536;1116117
Picada Café;4314423;-29,4464;-51,13669999999;550;1972;1901;1905;1905;1637;1260;2658;9502
Pinhal;4314456;-27,50799999999;-53,20819999999;218;667;759;818;818;860;808;1042;820
Pinhal da Serra;4314464;-27,86339999999;-51,1702;11;25;122;134;134;180;177;179;953
Pinhal Grande;4314472;-29,34499999999;-53,3207;217;618;757;775;775;879;990;978;1488
Pinheirinho do Vale;4314498;-27,21089999999;-53,60799999999;114;472;554;552;552;644;715;745;864
Pinheiro Machado;4314506;-31,5794;-53,3798;1781;5065;6675;8029;8029;8724;9188;10146;18515
Pinto Bandeira;4314548;-29;-54;-;-;-;-;-;-;24;54;874
Pirapó;4314555;-28,0439;-55,20009999999;107;550;832;948;948;749;754;721;520
Piratini;4314605;-31,44729999999;-53,09729999999;1528;4792;6532;6619;6619;6757;6460;6501;8042
Planalto;4314704;-27,32969999999;-53,0575;607;2378;7192;9208;9208;9852;12923;16650;17492
Poço das Antas;4314753;-29,4481;-51,6719;142;450;765;822;822;827;864;852;6451
Pontão;4314779;-28,05849999999;-52,67909999999;9;178;587;680;680;795;937;2073;9350
Ponte Preta;4314787;-27,6587;-52,4848;36;108;241;228;228;205;192;212;218
Portão;4314803;-29,70149999999;-51,24289999999;5151;15502;18086;17193;17193;16366;15030;13273;26239
Porto Alegre;4314902;-30,032778;-51,23;1218798;3813805;4550023;4774787;4774787;4989517;5090441;5426379;5810436
Porto Lucena;4315008;-27,8569;-55,00999999999;430;1274;4400;5613;5613;5462;4450;5191;6020
Porto Mauá;4315057;-27,57959999999;-54,6657;31;375;430;241;241;253;252;341;889
Porto Vera Cruz;4315073;-27,7405;-54,8994;2;8;63;64;64;96;100;140;475
Porto Xavier;4315107;-27,9082;-55,1379;1116;3789;6247;7816;7816;9335;8608;10430;14703
Pouso Novo;4315131;-29,1738;-52,2136;27;132;491;444;444;464;461;433;2156
Presidente Lucena;4315149;-29,5176;-51,1798;77;389;539;587;587;614;675;2371;7985
Progresso;4315156;-29,24419999999;-52,31969999999;971;2141;643;669;669;679;719;724;5595
Protásio Alves;4315172;-28,7572;-51,4757;52;156;179;158;158;159;175;205;4531
Putinga;4315206;-29,0045;-52,1569;342;1165;1426;1470;1470;1489;1387;1246;1655
Quaraí;4315305;-30,384;-56,4483;3173;10843;18958;19957;19957;21473;21995;22365;34744
Quatro Irmãos;4315313;-27,81629999999;-52,44189999999;30;65;353;160;160;60;63;92;713
Quevedos;4315321;-29,3504;-54,07889999999;6;164;722;799;799;896;988;1065;1798
Quinze de Novembro;4315354;-28,7465;-53,1011;254;887;1236;1349;1349;6614;1461;1553;9208
Redentora;4315404;-27,664;-53,6407;759;2536;2566;2496;2496;2406;2420;2237;2792
Relvado;4315453;-29,11639999999;-52,0778;215;866;1341;1469;1469;1678;1869;1923;2846
Restinga Sêca;4315503;-29,8188;-53,38069999999;1647;5055;6079;7708;7708;11328;12557;14172;17352
Rio dos Índios;4315552;-27,2973;-52,8417;136;710;1440;1342;1342;1335;840;1031;1354
Rio Grande;4315602;-32,0349;-52,1071;52317;265119;318145;325647;325647;417369;418014;439217;536708
Rio Pardo;4315701;-29,988;-52,37109999999;4713;15524;23597;23419;23419;23027;23301;29240;60156
Riozinho;4315750;-29,63899999999;-50,44879999999;539;1785;2069;2156;2156;2136;2149;3935;5322
Roca Sales;4315800;-29,28839999999;-51,8658;1067;6352;7862;8216;8216;24103;22260;22640;11797
Rodeio Bonito;4315909;-27,4742;-53,1706;634;1555;1933;2233;2233;2351;2176;3855;3444
Rolador;4315958;-28,25767;-54,81864;69;254;295;329;329;385;487;611;1083
Rolante;4316006;-29,6462;-50,58189999999;2578;8892;16641;16931;16931;17655;21110;26467;30725
Ronda Alta;4316105;-27,7758;-52,80559999999;1008;3574;4845;4957;4957;5211;5265;6091;5116
Rondinha;4316204;-27,83149999999;-52,90809999999;326;939;1123;1334;1334;1501;1920;3130;2687
Roque Gonzales;4316303;-28,1297;-55,0266;608;2318;2454;2443;2443;2564;2731;3575;6782
Rosário do Sul;4316402;-30,2515;-54,9221;8378;24170;33120;38758;38758;49601;56681;59663;78763
Sagrada Família;4316428;-27,7085;-53,1351;12;153;477;610;610;828;1048;1423;1568
Saldanha Marinho;4316436;-28,3941;-53,097;272;886;1321;1548;1548;1482;1350;1295;2056
Salto do Jacuí;4316451;-29,09509999999;-53,21329999999;1149;3577;4266;4903;4903;7740;11691;15951;17329
Salvador das Missões;4316477;-28,1233;-54,83729999999;181;1053;965;533;533;580;577;1201;3496
Salvador do Sul;4316501;-29,4386;-51,5077;1930;6331;10919;12005;12005;12996;13430;15430;12161
Sananduva;4316600;-27,94699999999;-51,80789999999;1770;5416;6991;9435;9435;8948;7377;5904;17771
Santa Bárbara do Sul;4316709;-28,3653;-53,25099999999;1349;6195;6324;6755;6755;5931;4941;5186;16000
Santa Cecília do Sul;4316733;-28,1537;-51,9296;8;50;98;88;88;100;113;129;167
Santa Clara do Sul;4316758;-29,47469999999;-52,08429999999;667;2000;2206;1748;1748;1328;1138;1363;5773
Santa Cruz do Sul;4316808;-29,722;-52,4343;39501;163652;217989;242432;242432;295319;287428;294279;340404
Santa Margarida do Sul;4316972;-30,32959999999;-54,08229999999;1294;2525;350;4734;4734;5650;7693;8264;38478
Santa Maria;4316907;-29,6868;-53,81499999999;143684;480477;607905;649534;649534;691604;718497;784460;884693
Santa Maria do Herval;4316956;-29,4902;-50,9919;352;1124;4082;1225;1225;1020;1355;5609;6692
Santa Rosa;4317202;-27,8702;-54,47959999999;17170;52617;71232;67138;67138;67097;61390;65614;110070
Santa Tereza;4317251;-29,1655;-51,7351;27;286;337;303;303;401;319;281;22135
Santa Vitória do Palmar;4317301;-33,52499999999;-53,37169999999;3333;10884;15665;17485;17485;18990;23685;31037;41255
Santana da Boa Vista;4317004;-30,8697;-53,10999999999;563;870;584;879;879;1059;1122;1200;4358
Santana do Livramento;4317103;-30,88769999999;-55,5315;23141;62965;93424;102309;102309;113584;119470;144828;137098
Santiago;4317400;-29,18969999999;-54,86659999999;9199;24422;34381;37477;37477;44698;43552;49647;74432
Santo Ângelo;4317509;-28,3001;-54,2668;24231;76270;99609;109796;109796;115996;103051;91526;152376
Santo Antônio da Patrulha;4317608;-29,82679999999;-50,51749999999;5772;17119;31646;38007;38007;37171;24881;42422;123647
Santo Antônio das Missões;4317707;-28,51399999999;-55,22509999999;1169;4330;7353;8773;8773;11232;11471;13768;19745
Santo Antônio do Palma;4317558;-28,4956;-52,02669999999;401;1091;4344;3835;3835;3958;5364;6888;2195
Santo Antônio do Planalto;4317756;-28,40309999999;-52,69919999999;19;235;442;484;484;471;490;448;587
Santo Augusto;4317806;-27,85259999999;-53,7776;2598;7498;9720;10623;10623;11078;12135;13562;11946
Santo Cristo;4317905;-27,8263;-54,66199999999;1544;5217;10180;10611;10611;10722;9810;11827;31885
Santo Expedito do Sul;4317954;-27,90739999999;-51,6433;3;11;650;889;889;749;1390;1309;3715
São Borja;4318002;-28,6578;-56,00359999999;9256;29766;52558;58239;58239;69748;73426;71644;123650
São Domingos do Sul;4318051;-28,53119999999;-51,886;471;812;2498;4107;4107;5222;6302;8496;6276
São Francisco de Assis;4318101;-29,5547;-55,1253;2323;6791;8431;9459;9459;10547;10150;11454;21260
São Francisco de Paula;4318200;-29,4404;-50,58279999999;1795;5850;8026;9630;9630;28989;17050;15721;30886
São Gabriel;4318309;-30,3337;-54,3217;12261;29980;34798;39480;39480;41376;45216;47828;38924
São Jerônimo;4318408;-29,97159999999;-51,72509999999;4269;13968;14699;14836;14836;14991;15200;16130;22334
São João da Urtiga;4318424;-27,8195;-51,82569999999;225;651;1099;1585;1585;1701;4258;4245;2330
São João do Polêsine;4318432;-29,61939999999;-53,44389999999;293;989;1739;2010;2010;2182;2356;2639;4090
São Jorge;4318440;-28,4984;-51,7064;304;658;1547;2442;2442;3228;3772;4429;3612
São José das Missões;4318457;-27,7789;-53,12259999999;16;127;383;492;492;669;753;814;907
São José do Herval;4318465;-29,052;-52,295;162;757;603;605;605;616;616;628;784
São José do Hortêncio;4318481;-29,52799999999;-51,245;185;529;619;679;679;653;576;533;8531
São José do Inhacorá;4318499;-27,7251;-54,12749999999;76;313;290;373;373;336;95;89;336
São José do Norte;4318507;-32,01509999999;-52,03309999999;1387;4109;6535;6952;6952;7200;7192;6753;28309
São José do Ouro;4318606;-27,7707;-51,5966;518;1647;7961;10862;10862;10764;15670;18059;24110
São José do Sul;4318614;-29,529;-51,48709999999;8;30;101;107;107;143;175;217;4098
São José dos Ausentes;4318622;-28,74759999999;-50,0677;15;88;336;412;412;476;429;643;12044
São Leopoldo;4318705;-29,7545;-51,14979999999;76733;243454;355454;380665;380665;420148;451253;506978;573429
São Lourenço do Sul;4318804;-31,3564;-51,97149999999;4201;12802;21171;26985;26985;30616;34656;38652;58730
São Luiz Gonzaga;4318903;-28,41199999999;-54,9559;7663;25650;36383;39969;39969;46012;50541;56659;63894
São Marcos;4319000;-28,9677;-51,0696;3653;10879;12543;17602;17602;13958;11592;10760;22984
São Martinho;4319109;-27,7112;-53,9699;384;905;1407;1451;1451;1498;1498;1127;2458
São Martinho da Serra;4319125;-29,5397;-53,859;13;300;508;497;497;607;616;694;835
São Miguel das Missões;4319158;-28,556;-54,5559;480;1551;1464;1405;1405;1592;1710;1856;2182
São Nicolau;4319208;-28,18339999999;-55,2654;159;676;1018;1139;1139;2097;3086;4652;5296
São Paulo das Missões;4319307;-28,0195;-54,94039999999;465;1351;4640;5295;5295;7215;7998;8737;9598
São Pedro da Serra;4319356;-29,4193;-51,51339999999;83;654;510;691;691;814;807;2046;6102
São Pedro das Missões;4319364;-27,77321999999;-53,25047;12;47;70;85;85;142;222;277;556
São Pedro do Butiá;4319372;-28,1243;-54,8926;197;1156;1971;1662;1662;1590;1562;1982;7040
São Pedro do Sul;4319406;-29,6202;-54,18549999999;2013;5917;8134;7859;7859;7540;7782;8617;30227
São Sebastião do Caí;4319505;-29,5885;-51,37489999999;4626;13688;16052;16209;16209;15119;13742;12117;26796
São Sepé;4319604;-30,1643;-53,56029999999;5989;11690;7791;7645;7645;7925;7892;7878;12569
São Valentim;4319703;-27,55829999999;-52,52369999999;113;329;733;771;771;725;704;791;2023
São Valentim do Sul;4319711;-29,0451;-51,7684;93;326;400;333;333;323;320;510;10678
São Valério do Sul;4319737;-27,7906;-53,93679999999;31;215;297;407;407;382;110;115;242
São Vendelino;4319752;-29,3729;-51,3675;822;3182;2837;3838;3838;4546;5505;7778;4524
São Vicente do Sul;4319802;-29,68819999999;-54,6826;1515;4535;4848;4997;4997;4888;4538;4308;6987
Sapiranga;4319901;-29,63489999999;-51,0065;17145;47509;66387;71836;71836;77538;90523;139956;95917
Sapucaia do Sul;4320008;-29,8276;-51,145;33085;115928;177684;204742;204742;236276;253430;286252;324951
Sarandi;4320107;-27,942;-52,92309999999;4353;12909;15211;16666;16666;15930;15569;16802;28682
Seberi;4320206;-27,4829;-53,4026;1044;2920;3781;4361;4361;4541;4379;6117;14225
Sede Nova;4320230;-27,6367;-53,9493;38;213;346;363;363;356;372;322;1234
Segredo;4320263;-29,3523;-52,9767;167;820;497;567;567;1107;1072;1419;3181
Selbach;4320305;-28,6294;-52,9498;394;1148;1804;2264;2264;2244;1891;1981;10865
Senador Salgado Filho;4320321;-28,025;-54,55069999999;4;167;211;107;107;110;148;216;2107
Sentinela do Sul;4320354;-30,6107;-51,58619999999;400;941;794;798;798;999;1744;1960;3802
Serafina Corrêa;4320404;-28,71259999999;-51,93529999999;1040;2983;7608;7238;7238;7763;8080;16344;50807
Sério;4320453;-29,3904;-52,2685;9;167;334;333;333;326;355;381;1816
Sertão;4320503;-27,9798;-52,2588;537;1444;3169;1795;1795;1380;1787;3985;7499
Sertão Santana;4320552;-30,45619999999;-51,6017;286;575;1069;1335;1335;1270;1270;1571;8852
Sete de Setembro;4320578;-28,13619999999;-54,4637;16;53;147;124;124;156;156;264;1972
Severiano de Almeida;4320602;-27,43619999999;-52,12169999999;480;1689;2083;2109;2109;1463;1327;883;3104
Silveira Martins;4320651;-29,64669999999;-53,591;389;1281;1756;1735;1735;1665;1686;1695;2757
Sinimbu;4320677;-29,53569999999;-52,5305;1180;3321;6193;7260;7260;6369;6825;4169;6954
Sobradinho;4320701;-29,4194;-53,0326;1633;5604;8197;9901;9901;15047;16188;16992;11582
Soledade;4320800;-28,8306;-52,5131;4704;16738;23350;27314;27314;27383;26301;29892;72444
Tabaí;4320859;-29,643;-51,68229999999;16;47;78;73;73;69;133;237;1988
Tapejara;4320909;-28,0652;-52,0097;1733;4860;8431;7588;7588;12507;9559;16433;31352
Tapera;4321006;-28,6277;-52,86119999999;1749;4821;6076;10856;10856;13416;10067;11357;27170
Tapes;4321105;-30,66829999999;-51,39909999999;3554;10699;12412;13389;13389;15077;18411;17061;21595
Taquara;4321204;-29,6505;-50,7753;13141;39893;49799;45002;45002;79324;58175;64669;83596
Taquari;4321303;-29,7943;-51,86529999999;5632;38559;49988;55088;55088;77665;83981;88309;141311
Taquaruçu do Sul;4321329;-27,4004;-53,4703;16;206;525;681;681;767;769;750;3710
Tavares;4321352;-31,2843;-51,088;249;790;1898;2498;2498;3080;4231;5017;5499
Tenente Portela;4321402;-27,37109999999;-53,75849999999;944;2925;3504;3902;3902;3867;3710;3767;5156
Terra de Areia;4321436;-29,57819999999;-50,06439999999;893;2831;3564;3234;3234;3215;3099;2879;6283
Teutônia;4321451;-29,4482;-51,8044;16842;44175;66918;75352;75352;78528;90145;105332;100286
Tio Hugo;4321469;-28,57404;-52,5949;21;305;465;551;551;5711;579;631;4628
Tiradentes do Sul;4321477;-27,4022;-54,0814;44;378;368;382;382;436;330;319;2117
Toropi;4321493;-29,4782;-54,2244;9;118;554;737;737;820;827;972;3365
Torres;4321501;-29,3334;-49,7333;11528;32644;35780;35836;35836;31159;28017;44638;51626
Tramandaí;4321600;-29,9841;-50,13219999999;9108;28552;41350;47876;47876;49413;44242;46188;108856
Travesseiro;4321626;-29,29769999999;-52,05319999999;293;948;1622;2884;2884;4760;5478;5127;6660
Três Arroios;4321634;-27,50029999999;-52,14479999999;277;1127;1966;2076;2076;1740;1708;1567;2799
Três Cachoeiras;4321667;-29,44869999999;-49,9275;1399;3900;4359;4434;4434;4222;3235;5529;11487
Três Coroas;4321709;-29,5137;-50,77389999999;5366;15642;21128;22131;22131;22611;21958;17455;21309
Três de Maio;4321808;-27,78;-54,2357;4169;13303;18323;21006;21006;21086;16161;19681;33724
Três Forquilhas;4321832;-29,53839999999;-50,07079999999;13;79;195;218;218;213;269;286;611
Três Palmeiras;4321857;-27,6139;-52,84369999999;365;1380;1863;1730;1730;1928;1315;1644;1583
Três Passos;4321907;-27,4555;-53,9296;4959;15159;17655;18424;18424;19872;21858;26345;30230
Trindade do Sul;4321956;-27,5239;-52,8956;434;1827;2930;2718;2718;2695;1467;2543;1160
Triunfo;4322004;-29,92909999999;-51,7075;3528;11072;15096;15195;15195;14366;15059;17105;29283
Tucunduva;4322103;-27,65729999999;-54,44389999999;776;2208;2469;2471;2471;2710;2754;2638;2431
Tunas;4322152;-29,10389999999;-52,9538;16;101;425;375;375;303;334;417;425
Tupanci do Sul;4322186;-27,92409999999;-51,5383;15;37;75;76;76;84;91;174;1941
Tupanciretã;4322202;-29,08579999999;-53,84449999999;4085;12553;15908;15854;15854;21774;27374;28600;48185
Tupandi;4322251;-29,4772;-51,4174;889;3547;2058;3731;3731;4939;6168;8680;12133
Tuparendi;4322301;-27,75979999999;-54,4814;1484;3591;4205;4209;4209;4367;4304;4005;8037
Turuçu;4322327;-31,4173;-52,1706;44;191;488;613;613;596;1074;2601;6665
Ubiretama;4322343;-28,0404;-54,68589999999;12;37;201;684;684;699;682;731;1339
União da Serra;4322350;-28,7833;-52,0238;396;937;4350;3658;3658;3961;5483;6834;352
Unistalda;4322376;-29,03999999999;-55,15169999999;35;54;94;81;81;108;495;573;1077
Uruguaiana;4322400;-29,76139999999;-57,08529999999;35034;137374;181467;199467;199467;212281;218231;233129;265484
Vacaria;4322509;-28,50789999999;-50,9418;12938;41907;49135;64973;64973;81056;56893;84744;150193
Vale do Sol;4322533;-29,59669999999;-52,6839;429;1171;1602;1868;1868;3022;3598;4677;6998
Vale Real;4322541;-29,3919;-51,25589999999;319;955;1377;1658;1658;1848;1740;1654;10188
Vale Verde;4322525;-29,7864;-52,18569999999;8;378;833;852;852;928;865;909;1745
Vanini;4322558;-28,4758;-51,8447;311;679;2282;4024;4024;5909;6394;8554;4971
Venâncio Aires;4322608;-29,6143;-52,19319999999;19061;44829;41993;42157;42157;48372;53809;65294;105400
Vera Cruz;4322707;-29,71839999999;-52,5152;2796;9322;13412;14310;14310;13545;14245;15368;17976
Veranópolis;4322806;-28,9312;-51,5516;7130;25719;26261;24299;24299;19819;15989;17621;68243
Vespasiano Correa;4322855;-29,0655;-51,8625;321;1199;1967;2282;2282;2533;2799;2894;4957
Viadutos;4322905;-27,5716;-52,02109999999;373;1081;3556;1511;1511;1363;2309;3132;6292
Viamão;4323002;-30,0819;-51,01939999999;54760;180022;314939;343010;343010;369426;374709;401962;557261
Vicente Dutra;4323101;-27,16079999999;-53,4022;168;516;563;635;635;710;809;1195;3759
Victor Graeff;4323200;-28,56319999999;-52,74949999999;209;783;992;2282;2282;2543;1830;1821;6113
Vila Flores;4323309;-28,8598;-51,5504;121;388;531;405;405;299;268;1678;10579
Vila Lângaro;4323358;-28,1062;-52,14379999999;8;43;172;178;178;5279;151;120;548
Vila Maria;4323408;-28,5359;-52,14869999999;874;2599;6290;5598;5598;5818;6291;7553;6877
Vila Nova do Sul;4323457;-30,3461;-53,87599999999;1318;2729;847;5400;5400;6074;8484;8889;5318
Vista Alegre;4323507;-27,3686;-53,4919;35;183;391;402;402;497;517;536;3640
Vista Alegre do Prata;4323606;-28,80519999999;-51,7946;2;280;589;611;611;614;546;1719;2822
Vista Gaúcha;4323705;-27,29019999999;-53,6974;177;333;603;693;693;761;839;954;1071
Vitória das Missões;4323754;-28,3516;-54,50399999999;49;270;450;221;221;128;129;352;3541
Westfalia;4323770;-29,3744;-51,74629999999;19;48;298;316;316;273;229;316;8382
Xangri-lá;4323804;-29,8065;-50,0519;2519;8831;12450;10468;10468;10725;9966;11675;24272
