variavel: Total;;;;;;;;;;;;
caminho: /Educação/Ensino Médio/Taxa de Reprovação/Total;;;;;;;;;;;;
fonte: Instituto Nacional de Estudos e Pesquisas Educacionais.;;;;;;;;;;;;
agrupador: Município;;;;;;;;;;;;
descricao: ;;;;;;;;;;;;
Município;ibge;latitude;longitude;2010 (-);2011 (-);2012 (-);2013 (-);2014 (-);2015 (-);2016 (-);2017 (-);2018 (-)
Jaquirana;4311122;-28,8811;-50,3637;7,7;-;10,7;9,3;16,8;14,2;12,9;15,2;16,4
Jari;4311130;-29,2922;-54,2237;22,5;14,7;29;29,3;20,7;9,7;31,7;27,7;28,6
Jóia;4311155;-28,6435;-54,1141;20,5;17;10,1;12,5;17,8;18,1;26,3;23,3;15,5
Júlio de Castilhos;4311205;-29,2298;-53,67719999999;25,2;24,6;25,3;20;16,8;18,8;20,7;18,9;19
Lagoa Bonita do Sul;4311239;-29,48819999999;-53,0138;2;0,9;3,6;3,1;2,1;6;7,1;1,1;6,4
Lagoa dos Três Cantos;4311270;-28,56759999999;-52,8618;11,8;19;17,6;6,5;2,8;4,2;5;2,4;9,1
Lagoa Vermelha;4311304;-28,20929999999;-51,52479999999;19,1;24;16,1;10,3;7,9;6,9;7,5;5,1;9,3
Lagoão;4311254;-29,2348;-52,7997;14,6;1,8;10;8,5;18,8;13,3;9,9;12,4;19,9
Lajeado;4311403;-29,45909999999;-51,96439999999;20,6;15,5;16,7;9,5;16,2;15,2;17,6;17,6;17
Lajeado do Bugre;4311429;-27,69129999999;-53,1818;3,6;11,3;15;8,7;4,9;9,4;5,9;6,8;11,5
Lavras do Sul;4311502;-30,80709999999;-53,89309999999;21;34,5;8,3;1;1,9;8;11,4;9,2;11,3
Liberato Salzano;4311601;-27,60099999999;-53,07529999999;6,4;9,9;8,6;19,7;16,2;11,2;19,9;12,2;20,9
Lindolfo Collor;4311627;-29,58589999999;-51,2141;21,9;18,6;14;8,7;10,2;4,8;13,9;15;23,7
Linha Nova;4311643;-29,4679;-51,20029999999;4;-;1,9;-;0;0;8,6;3,3;0
Maçambará;4311718;-29,1445;-56,06739999999;5,5;1,8;6,7;9,9;10,2;15,9;25,5;17,8;11,7
Machadinho;4311700;-27,5667;-51,6668;4,3;2,5;2,8;5,5;7;9,1;7,2;18,1;18
Mampituba;4311734;-29,2136;-49,9311;0;1,5;6;11,4;13,6;12,3;5,4;8,4;10,7
Manoel Viana;4311759;-29,58589999999;-55,48409999999;27,6;23,5;19,3;9,8;8,4;11,9;20,3;20,7;22,1
Maquiné;4311775;-29,6798;-50,2079;17,6;23;16,7;4,8;14,1;7,4;9,5;6;6,8
Maratá;4311791;-29,5457;-51,55729999999;2;2,8;6,2;4,2;2,4;6,2;9;3,4;5,3
Marau;4311809;-28,4498;-52,19859999999;32,2;22,7;21,3;19,6;15,6;13,5;17,4;14;12,9
Marcelino Ramos;4311908;-27,4676;-51,9095;5,4;3,6;12,4;8,6;6,3;5,1;6,8;13,8;10,5
Mariana Pimentel;4311981;-30,3531;-51,5803;12,2;6,8;15,1;7;16;10,2;14,1;5,6;4,2
Mariano Moro;4312005;-27,3568;-52,1467;3,3;6;2,6;5,5;2,6;5,5;4,9;9,7;16,4
Marques de Souza;4312054;-29,33109999999;-52,09729999999;3,2;12,1;2,1;2,1;8,4;8,2;8,6;15,4;20,2
Mata;4312104;-29,5649;-54,4641;13;27,3;12,8;4,1;15,5;16,3;14,7;13,5;21,1
Mato Castelhano;4312138;-28,28;-52,19319999999;2,2;11,3;5,6;4,1;2,4;0;17,1;30,9;13,4
Mato Leitão;4312153;-29,5285;-52,1278;9,7;7,7;19,4;11,5;9,9;9,5;13,6;15,8;15,3
Mato Queimado;4312179;-28,2475;-54,61919999999;15,3;3,4;12,1;12,5;20;12,8;30,6;18;12,5
Maximiliano de Almeida;4312203;-27,6325;-51,8021;8,5;14,5;8,3;3,1;12,2;15,6;10;14,4;10
Minas do Leão;4312252;-30,13459999999;-52,04229999999;37,4;31,8;40;41;41,6;30,9;30,7;22,4;18,2
Miraguaí;4312302;-27,497;-53,6891;14,1;14,3;7,9;10,5;17,7;23,1;21,2;26,9;27,1
Montauri;4312351;-28,6462;-52,0767;6,3;8,1;2,4;-;10,4;6,8;15,9;11,1;2,1
Monte Alegre dos Campos;4312377;-28,68049999999;-50,7834;13,5;7,9;5,6;0,9;3;3,6;21,4;17;18,4
Monte Belo do Sul;4312385;-29,16069999999;-51,63329999999;7,3;11,8;5,1;1,4;1,4;13;1,7;9,3;21,6
Montenegro;4312401;-29,6824;-51,4679;13,8;13,5;14,9;12,9;13,1;14;17,3;17,3;16,6
Mormaço;4312427;-28,6968;-52,6999;13,5;25,4;10,2;10,5;15,2;10,2;25,2;19,4;16,5
Morrinhos do Sul;4312443;-29,3578;-49,9328;1,5;3,8;2,6;3,6;4,7;7,3;9,2;0;2,2
Morro Redondo;4312450;-31,58869999999;-52,6261;18,9;36,2;34,7;16,9;35,4;24,9;22,9;9,6;5,8
Morro Reuter;4312476;-29,5379;-51,08109999999;14,2;11,9;9,7;7,5;10,3;11,1;8,8;5,8;8,7
Mostardas;4312500;-31,10539999999;-50,91669999999;12,2;11,8;10;3,1;10,4;11,8;17,4;18,1;19,8
Muçum;4312609;-29,163;-51,8714;9,6;5,7;5,3;1,2;3,6;6,7;12;12,5;7,5
Muitos Capões;4312617;-28,31319999999;-51,18359999999;5,8;11,3;2,4;9,8;14,6;7,5;13;16,9;13,7
Muliterno;4312625;-28,32529999999;-51,7697;8,8;21,9;3,1;16,4;14,1;3,4;6,3;5,9;5,9
Não-Me-Toque;4312658;-28,45479999999;-52,81819999999;28,5;22,3;6,9;12,1;15,1;17,9;25,4;27;24,9
Nicolau Vergueiro;4312674;-28,5298;-52,46759999999;6,9;1,9;6,1;8,9;1,4;3,2;0;14,7;9,4
Nonoai;4312708;-27,3689;-52,77559999999;7,8;2,4;3,9;4,9;3,4;12,9;11,7;11;12
Nova Alvorada;4312757;-28,6822;-52,1631;13,2;2,9;6,5;0,8;3;0;7,3;5,6;2,2
Nova Araçá;4312807;-28,6537;-51,7458;4,3;4,8;6,6;5,2;6,6;6,6;3;5,4;10,2
Nova Bassano;4312906;-28,72909999999;-51,7072;6,2;9,6;6,9;4,8;4,3;7,8;12,5;16,6;5
Nova Boa Vista;4312955;-27,99259999999;-52,9784;5,7;6,6;1,7;-;0,9;0;4,8;11,2;3,2
Nova Bréscia;4313003;-29,2182;-52,0319;5,8;1,5;-;0,9;0;0,9;4,8;1,1;1,6
Nova Candelária;4313011;-27,6137;-54,10739999999;7,3;11,1;8,7;10,6;2,1;5,5;3,5;3;15,4
Nova Esperança do Sul;4313037;-29,4066;-54,8293;21,5;25,1;9,7;16,4;21,1;9,6;35,3;15,8;8,2
Nova Hartz;4313060;-29,5807;-50,90509999999;12,6;8,8;21,7;13,5;14,2;14,9;12,8;16,3;16,2
Nova Pádua;4313086;-29,0275;-51,3098;0;6,1;-;1,2;0;0;3,6;6,6;8,6
Nova Palma;4313102;-29,471;-53,46889999999;17,6;25;11,6;11,3;11,2;21,1;7,8;17,8;10,4
Nova Petrópolis;4313201;-29,37409999999;-51,1135;12,2;15,1;11,8;16;13,8;24;21;16,3;11,6
Nova Prata;4313300;-28,7799;-51,6113;10,7;18,1;15,3;11,2;14,6;13;15;13,7;12
Nova Ramada;4313334;-28,0667;-53,69919999999;6,4;-;8,3;8;3,4;9,6;2,1;4,8;7,7
Nova Roma do Sul;4313359;-28,98819999999;-51,4095;4,5;9;4,3;3,9;0,7;11,9;8,5;1,2;6,7
Nova Santa Rita;4313375;-29,85249999999;-51,2837;45,7;33;39,2;12,5;17,6;18,9;22,4;20,7;29,8
Novo Barreiro;4313490;-27,90769999999;-53,1103;10,5;14,1;10,5;7,1;10,1;13,5;13,5;18,1;13,8
Novo Cabrais;4313391;-29,73379999999;-52,9489;11,3;15,6;5,2;8,7;5,9;6,3;12,5;7,1;10,7
Novo Hamburgo;4313409;-29,6876;-51,1328;16,9;17,5;15,1;14,4;9,7;10;12,7;13,3;11,8
Novo Machado;4313425;-27,57649999999;-54,50359999999;17,4;28,6;25,6;11,5;18,9;21,3;19,5;23,7;21,7
Novo Tiradentes;4313441;-27,5649;-53,1837;5;1,2;1,1;-;0;3,1;5,1;0;14,3
Novo Xingu;4313466;-27,74309999999;-53,06159999999;4,8;-;-;3,6;12,8;7,1;16,7;0;9,1
Osório;4313508;-29,8881;-50,2667;17,4;2,3;21,4;17,7;14,8;12;10,6;8,1;15
Paim Filho;4313607;-27,7075;-51,76299999999;30;11,7;0,6;5,1;9,5;6,8;12,9;12,1;5
Palmares do Sul;4313656;-30,25349999999;-50,5103;37,1;21,5;18,9;15,4;28,5;12,6;11,9;24,8;27,3
Palmeira das Missões;4313706;-27,9006;-53,3134;17,7;2;14,7;12,4;9,6;11,1;11,9;11,3;12,8
Palmitinho;4313805;-27,3596;-53,558;10;9;7;7,3;9,2;6,5;13,4;9,2;12,1
Panambi;4313904;-28,2833;-53,50229999999;18,7;16,8;14,2;15,7;13,8;11,4;12,1;12,6;10,1
Pantano Grande;4313953;-30,1901;-52,3729;24,8;21;16;17;11,8;12,1;24,8;23,7;18,5
Paraí;4314001;-28,59639999999;-51,7896;8,1;1,1;4,8;11,3;14;10,8;6,8;17,9;11,1
Paraíso do Sul;4314027;-29,6717;-53,14399999999;10,8;48,3;7,3;9,5;9,5;13,3;16,9;13,6;19,6
Pareci Novo;4314035;-29,6365;-51,39739999999;15,9;5,6;1;1;2,8;2,2;0;9,4;7,8
Parobé;4314050;-29,6243;-50,8312;20,3;17,2;12,9;9,2;9;9,5;14,3;16,7;18
Passa Sete;4314068;-29,45769999999;-52,95989999999;14,2;7,5;11,7;1,1;2,9;3,2;3,8;7,5;8,4
Passo do Sobrado;4314076;-29,748;-52,27479999999;12,4;12,9;11,4;7,7;3,9;4,9;10,1;22,6;15,5
Passo Fundo;4314100;-28,2576;-52,4091;20,4;2,2;14,5;17;16,5;14,6;17,1;14,2;16,1
Paulo Bento;4314134;-27,6978;-52,42609999999;3,1;3,1;-;-;14,3;8,7;9,8;15,4;2,6
Paverama;4314159;-29,5485;-51,73389999999;3,6;8,9;-;2;1;2,1;2;14,9;6,6
Pedras Altas;4314175;-31,72169999999;-53,58379999999;15,2;25,5;12,5;9,4;3,4;1,4;7,9;7,6;10,8
Pedro Osório;4314209;-31,8642;-52,81839999999;24,8;15,1;27,4;12,1;11,2;21,5;25;29;31,8
Pejuçara;4314308;-28,4283;-53,65789999999;11,2;1,8;5,7;9,4;13,8;17,9;13,3;9,1;10,5
Pelotas;4314407;-31,7649;-52,3371;20,9;24,4;19,6;20,5;19,2;24;25,5;21,2;24,7
Picada Café;4314423;-29,4464;-51,13669999999;5,9;2,9;4,3;1,4;0,4;5;6,2;5,6;8,3
Pinhal;4314456;-27,50799999999;-53,20819999999;22;4,4;11,3;1,8;0;2,7;2;14,2;17,6
Pinhal da Serra;4314464;-27,86339999999;-51,1702;15,4;13,6;8,5;18;7,2;5,1;3,1;9,9;12,7
Pinhal Grande;4314472;-29,34499999999;-53,3207;6,8;12,9;9,6;1,7;14,6;8,2;13,8;19,7;9,2
Pinheirinho do Vale;4314498;-27,21089999999;-53,60799999999;5,4;13,4;5,5;2,9;5,1;6,8;16,9;14,1;18,1
Pinheiro Machado;4314506;-31,5794;-53,3798;18,3;29,2;41,7;44,1;28,1;46,6;45,7;33,5;38
Pinto Bandeira;4314548;-29;-54;-;-;-;3,1;10,8;7,8;4,4;6,7;6,7
Pirapó;4314555;-28,0439;-55,20009999999;11,5;14,3;8,5;2;1,1;5,1;11,4;13,6;17,5
Piratini;4314605;-31,44729999999;-53,09729999999;20,3;25,8;24,1;26,6;24;24,9;28,8;27,2;21
Planalto;4314704;-27,32969999999;-53,0575;4,8;7,8;8;2,8;7,5;16,9;14,5;10,6;10,8
Poço das Antas;4314753;-29,4481;-51,6719;9,8;8,1;-;-;2,4;5,1;10;7,7;7,1
Pontão;4314779;-28,05849999999;-52,67909999999;9,6;12,4;9,3;14,6;7,2;7,7;18,5;5,6;17,6
Ponte Preta;4314787;-27,6587;-52,4848;8,9;1;7,8;-;12,5;14,3;0;5,1;2,6
Portão;4314803;-29,70149999999;-51,24289999999;27,7;32;18,6;11,1;16,8;13,7;15,9;19;16,6
Porto Alegre;4314902;-30,032778;-51,23;22,6;24,1;20,1;17,3;19,2;19,9;18;20,2;22,3
Porto Lucena;4315008;-27,8569;-55,00999999999;16,3;18,6;16,1;22,1;24;22,6;8,4;4,7;9,8
Porto Mauá;4315057;-27,57959999999;-54,6657;13,9;18,7;4,6;-;0;0;8,1;0;12,9
Porto Vera Cruz;4315073;-27,7405;-54,8994;11,7;5,4;2,6;-;0;4,3;5,4;2,4;0
Porto Xavier;4315107;-27,9082;-55,1379;11,3;11,6;7,5;4,8;8;10,8;5,6;13,3;10,2
Pouso Novo;4315131;-29,1738;-52,2136;0;6,3;8,1;-;7,5;17,1;5,9;6,3;12,8
Presidente Lucena;4315149;-29,5176;-51,1798;10;5,4;3,7;1,6;0;12,8;10;4,5;5,4
Progresso;4315156;-29,24419999999;-52,31969999999;19,3;9,6;8,2;1,7;7,1;4,6;5,8;9,4;4,8
Protásio Alves;4315172;-28,7572;-51,4757;1,3;11,8;1,6;-;0;1,8;2,3;7,1;3
Putinga;4315206;-29,0045;-52,1569;8,2;11,2;1,5;4,5;10,2;7,2;3,9;2,8;3,7
Quaraí;4315305;-30,384;-56,4483;16,3;23,8;12,9;8,6;9,2;19,7;19,1;21,1;15,6
Quatro Irmãos;4315313;-27,81629999999;-52,44189999999;10,4;7,4;7,8;1,6;4,2;1,5;13,3;8,3;6,7
Quevedos;4315321;-29,3504;-54,07889999999;30,5;27;9;11,4;11;0;29,1;20;17,7
Quinze de Novembro;4315354;-28,7465;-53,1011;10,1;23;11,2;4,3;9,4;3,2;14,8;6,5;6,8
Redentora;4315404;-27,664;-53,6407;11,8;7,2;11,2;5,8;9,6;22,1;14,5;12,1;27,1
Relvado;4315453;-29,11639999999;-52,0778;4,2;6;-;3;1,4;1,7;0;7,8;2
Restinga Sêca;4315503;-29,8188;-53,38069999999;25,5;15,9;9,9;13,9;8,1;21,3;39,9;30,8;18,5
Rio dos Índios;4315552;-27,2973;-52,8417;6,3;6;2,5;14,2;1,7;4,5;10,1;7,9;7,5
Rio Grande;4315602;-32,0349;-52,1071;21,7;24,7;24,3;24,2;16,1;14,1;16,2;12,7;13
Rio Pardo;4315701;-29,988;-52,37109999999;13,9;11,8;14,3;13,5;13,6;13,2;13,4;16,1;11,1
Riozinho;4315750;-29,63899999999;-50,44879999999;11,6;14,4;12,6;5,2;3,4;6,3;1,6;0;7,2
Roca Sales;4315800;-29,28839999999;-51,8658;17,2;19,7;3,8;8,4;4,8;15,8;12,3;8,1;10,4
Rodeio Bonito;4315909;-27,4742;-53,1706;15,5;11,2;14,9;6,9;12;8,6;13,3;13;13,8
Rolador;4315958;-28,25767;-54,81864;12,1;6,9;1,1;4,2;6,4;8,8;9,3;13,7;6,7
Rolante;4316006;-29,6462;-50,58189999999;16,3;17,1;15,5;20,1;13,4;8;8,4;14;10
Ronda Alta;4316105;-27,7758;-52,80559999999;18,7;12,7;12,8;8,7;11,8;8,9;14,6;11,5;20,5
Rondinha;4316204;-27,83149999999;-52,90809999999;6,6;1,2;4,3;2,3;1,9;3,5;1,8;0;0,7
Roque Gonzales;4316303;-28,1297;-55,0266;15,4;2,9;12,5;2;9,7;5,6;10;20,9;21,6
Rosário do Sul;4316402;-30,2515;-54,9221;18,3;19,3;10,5;22,2;15,2;22;23,2;27,9;29,5
Sagrada Família;4316428;-27,7085;-53,1351;1,7;3,9;3,5;6,7;1;4,2;11,5;8,8;17,7
Saldanha Marinho;4316436;-28,3941;-53,097;15,2;5,6;6,1;8,1;5,5;11,6;9;2,4;8
Salto do Jacuí;4316451;-29,09509999999;-53,21329999999;25,2;18,9;20,5;22,2;15,2;16,2;13,8;6,5;17,4
Salvador das Missões;4316477;-28,1233;-54,83729999999;6,7;1,1;4,7;2,5;0;6,5;23,1;14;8,5
Salvador do Sul;4316501;-29,4386;-51,5077;13,7;5;14,9;9,7;6,6;16,1;18,4;7,2;18,7
Sananduva;4316600;-27,94699999999;-51,80789999999;25;24,4;21,2;13,8;19,3;15,7;22,6;17,7;23,1
Santa Bárbara do Sul;4316709;-28,3653;-53,25099999999;11,5;14,7;14,5;10,9;9,5;5,6;13,5;17,4;16,3
Santa Cecília do Sul;4316733;-28,1537;-51,9296;11,1;25,8;6,5;14,3;12;1,9;9,8;24,5;11,1
Santa Clara do Sul;4316758;-29,47469999999;-52,08429999999;12,1;1,1;7,4;7,4;1,9;17;12,4;8,8;9,9
Santa Cruz do Sul;4316808;-29,722;-52,4343;16,3;14,8;17,8;13,5;14,9;16,2;14,5;13,2;15,6
Santa Margarida do Sul;4316972;-30,32959999999;-54,08229999999;13,9;6,9;7,1;11,3;1,9;10;8,3;5,7;22,5
Santa Maria;4316907;-29,6868;-53,81499999999;27;25,8;26,4;19,1;16,8;18,9;20,2;17,6;17,7
Santa Maria do Herval;4316956;-29,4902;-50,9919;8,7;15,9;6,8;3,8;6,1;14,1;13,4;12;15,1
Santa Rosa;4317202;-27,8702;-54,47959999999;16;19;12,9;10,9;12,9;12,2;12,2;15,4;11,6
Santa Tereza;4317251;-29,1655;-51,7351;10,8;5,9;1,9;-;0;2,4;11,1;5,7;2,6
Santa Vitória do Palmar;4317301;-33,52499999999;-53,37169999999;20,6;23,4;12,2;9,3;7,7;9,7;13,5;18,1;20,4
Santana da Boa Vista;4317004;-30,8697;-53,10999999999;21,4;27,9;15,2;42;28,6;25,4;33,9;42,7;38,9
Santana do Livramento;4317103;-30,88769999999;-55,5315;27,1;25,7;22,8;20,5;15,6;12,7;22,1;26,6;27,6
Santiago;4317400;-29,18969999999;-54,86659999999;22,3;24,8;14,5;11;11,7;16;12,2;14,2;13,9
Santo Ângelo;4317509;-28,3001;-54,2668;18,8;19,4;14,6;16,8;16,7;17,9;17;12,6;11,9
Santo Antônio da Patrulha;4317608;-29,82679999999;-50,51749999999;11,9;19,4;19,2;17,2;9,6;9,2;15,2;16,2;14,9
Santo Antônio das Missões;4317707;-28,51399999999;-55,22509999999;34,6;17,8;3,8;6;15,2;18,5;17,4;16,4;16,2
Santo Antônio do Palma;4317558;-28,4956;-52,02669999999;19,5;14,7;5,4;-;2,1;2,4;5,2;2,7;3,6
Santo Antônio do Planalto;4317756;-28,40309999999;-52,69919999999;10,1;2,6;7,9;9,7;8;19,4;11,5;12,7;5,9
Santo Augusto;4317806;-27,85259999999;-53,7776;10,6;15,5;12,5;15,2;9,9;8,5;16;15,9;11,8
Santo Cristo;4317905;-27,8263;-54,66199999999;17,4;18,9;17,4;14,7;14,1;16,2;15,2;14,4;12,2
Santo Expedito do Sul;4317954;-27,90739999999;-51,6433;1,6;14,7;5,6;2,6;1,3;6;4,7;10,1;0
São Borja;4318002;-28,6578;-56,00359999999;26,6;16,7;17;15,6;11,9;12,5;14;14;18,1
São Domingos do Sul;4318051;-28,53119999999;-51,886;10,7;14,5;6,8;9,1;12,3;12,9;11,8;6,3;5,9
São Francisco de Assis;4318101;-29,5547;-55,1253;23,5;14,8;11;6,8;9,5;12,2;11,3;11,5;21,6
São Francisco de Paula;4318200;-29,4404;-50,58279999999;7,4;19,9;20,1;26;12,3;23,6;23,6;23,9;20,1
São Gabriel;4318309;-30,3337;-54,3217;32,2;32,9;26,5;21,8;15,7;19;25,2;24,4;28,4
São Jerônimo;4318408;-29,97159999999;-51,72509999999;21,8;3,5;24;26;20,5;27;22,8;25,2;23,7
São João da Urtiga;4318424;-27,8195;-51,82569999999;7,7;14,8;15,7;5;7,2;13,4;6,3;7,7;9,7
São João do Polêsine;4318432;-29,61939999999;-53,44389999999;4,3;13,4;8,1;9,5;7,8;10,7;8;20,6;12
São Jorge;4318440;-28,4984;-51,7064;5,2;9,8;4,4;7,9;4,2;10,5;8,2;15,8;10,3
São José das Missões;4318457;-27,7789;-53,12259999999;12,2;11,6;5,3;6,6;6,1;13,8;22,2;21,9;27,7
São José do Herval;4318465;-29,052;-52,295;11,1;22,4;10,8;4,1;15,1;21,6;13;12,5;18
São José do Hortêncio;4318481;-29,52799999999;-51,245;20,6;1,7;7,1;2,7;1,7;12,2;1,3;2,4;13,1
São José do Inhacorá;4318499;-27,7251;-54,12749999999;5,3;3,4;4,7;2,3;1,1;3,2;1,4;5,7;2,8
São José do Norte;4318507;-32,01509999999;-52,03309999999;25,9;3,3;29,1;33,4;22,5;34;33,5;31,5;36,1
São José do Ouro;4318606;-27,7707;-51,5966;9,4;13,6;8,8;9,6;5,1;5,5;11,3;2,2;9,2
São José do Sul;4318614;-29,529;-51,48709999999;6,5;9,3;1,3;5,6;7,4;3,4;0;2;0
São José dos Ausentes;4318622;-28,74759999999;-50,0677;8,3;9,8;3,5;8;5,1;13,3;11,1;23,9;10,8
São Leopoldo;4318705;-29,7545;-51,14979999999;18,9;19,9;17,3;17;17,2;18,8;20,5;22,6;18,1
São Lourenço do Sul;4318804;-31,3564;-51,97149999999;25,3;25,8;17,8;22,3;12,7;16,9;15,9;22,2;25,1
São Luiz Gonzaga;4318903;-28,41199999999;-54,9559;15,5;18,1;11,8;8,2;6,9;12,6;12,6;15,1;10,3
São Marcos;4319000;-28,9677;-51,0696;26,4;25,2;28,4;18,6;17,6;19;23,3;12,8;13
São Martinho;4319109;-27,7112;-53,9699;14,1;1,8;7,5;6,8;9,3;12,2;15,8;25,3;18,3
São Martinho da Serra;4319125;-29,5397;-53,859;10,5;23,2;22;25,8;15,7;16,9;26,8;20,2;19,4
São Miguel das Missões;4319158;-28,556;-54,5559;20,8;13,6;9,3;7,3;11;15,8;22,5;31,4;26,6
São Nicolau;4319208;-28,18339999999;-55,2654;10;9,3;3,7;4,6;9,9;11,1;19;19,2;18,1
São Paulo das Missões;4319307;-28,0195;-54,94039999999;19,9;22,8;10,4;7;7,9;10;6,3;13,4;10,1
São Pedro das Missões;4319364;-27,77321999999;-53,25047;9,6;6,8;-;15,3;4,6;22,8;20;8,2;6,4
São Pedro do Butiá;4319372;-28,1243;-54,8926;13,3;7,6;5,5;4,2;11,3;8,3;17;10,3;6,9
São Pedro do Sul;4319406;-29,6202;-54,18549999999;38;38,4;26,9;31,2;22,8;30,6;35,8;31,3;31,3
São Sebastião do Caí;4319505;-29,5885;-51,37489999999;16,8;17,8;8,8;5,4;14,3;17;18,2;13,7;19,4
São Sepé;4319604;-30,1643;-53,56029999999;24,9;3,4;22,5;33,9;21,8;23,9;26,8;27,7;38,6
São Valentim;4319703;-27,55829999999;-52,52369999999;3,8;8,4;7;-;4,6;5,6;6,1;7,9;11,3
São Valentim do Sul;4319711;-29,0451;-51,7684;17,6;17,6;-;6,9;9,4;2;6;12,7;9,8
São Valério do Sul;4319737;-27,7906;-53,93679999999;14;16,7;4,6;1,5;0;2,7;22,3;12,4;16,9
São Vendelino;4319752;-29,3729;-51,3675;14;8,4;4,9;11;3,7;8,5;11,5;13,8;20,8
São Vicente do Sul;4319802;-29,68819999999;-54,6826;18,8;19,8;19,8;22,7;18,2;15;18,2;9,7;12,2
Sapiranga;4319901;-29,63489999999;-51,0065;25;34,8;20;29,2;20,9;18,8;18,7;18,9;14,9
Sapucaia do Sul;4320008;-29,8276;-51,145;17,5;12,6;13,6;17,9;12,8;16,3;13,4;14,9;15,8
Sarandi;4320107;-27,942;-52,92309999999;23,8;28,1;23,5;23,2;19;20,9;23,5;16,2;14,4
Seberi;4320206;-27,4829;-53,4026;19,7;17,4;15,5;8,1;14,4;24,4;22,6;20,4;25,1
Sede Nova;4320230;-27,6367;-53,9493;13,3;8,2;5,1;9,3;14,1;12,7;14,5;13,8;12,1
Segredo;4320263;-29,3523;-52,9767;39;28,4;14,7;22,4;15,1;15;16,5;17,3;14,8
Selbach;4320305;-28,6294;-52,9498;20,1;19,5;14;19;8,8;15,2;5,3;7,7;15
Senador Salgado Filho;4320321;-28,025;-54,55069999999;9;18;2,5;-;1,5;0,9;0;8,6;6,7
Sentinela do Sul;4320354;-30,6107;-51,58619999999;20,1;12,6;25,3;24,9;15,8;11,4;11,4;4,2;12,7
Serafina Corrêa;4320404;-28,71259999999;-51,93529999999;28;26,1;19,8;19,2;22,2;18,4;24,6;19,7;23,5
Sério;4320453;-29,3904;-52,2685;2,6;3,1;2,7;1,4;1,4;0;9,4;0;2,2
Sertão;4320503;-27,9798;-52,2588;10,8;15;10,1;4,7;6,3;11,2;13,2;10,2;14,2
Sertão Santana;4320552;-30,45619999999;-51,6017;11,1;12,6;12,6;9,7;7,9;4,2;10;9,1;17
Sete de Setembro;4320578;-28,13619999999;-54,4637;3,4;5,6;3,4;2,6;5,3;8,5;6;8,9;2,1
Severiano de Almeida;4320602;-27,43619999999;-52,12169999999;4,3;2,7;-;-;3,2;0;0;18,3;11,2
Silveira Martins;4320651;-29,64669999999;-53,591;13,2;23,9;8,9;22,6;21,7;22,6;26;20,4;20
Sinimbu;4320677;-29,53569999999;-52,5305;9,9;7,5;8,3;17,9;15,2;13,5;13,2;11,4;12,6
Sobradinho;4320701;-29,4194;-53,0326;18;12,1;11,5;13,9;15,3;12,5;10,3;17,8;14,2
Soledade;4320800;-28,8306;-52,5131;15,2;17,7;11,2;19;15,8;11,6;19,3;14,9;17,7
Tabaí;4320859;-29,643;-51,68229999999;5,6;1,6;6,1;13,2;14,2;14,9;4,5;2,6;12,9
Tapejara;4320909;-28,0652;-52,0097;14,5;12,4;6,5;12;11;18;16,1;9,6;7,6
Tapera;4321006;-28,6277;-52,86119999999;13;14,6;8,9;9,2;7,4;7,3;12,9;15;7,3
Tapes;4321105;-30,66829999999;-51,39909999999;24,1;21,6;15,4;41,1;42,4;41,6;27,3;29,5;26,6
Taquara;4321204;-29,6505;-50,7753;16;15,8;14,4;10,1;10,6;9,4;17,3;15;10,9
Taquari;4321303;-29,7943;-51,86529999999;10,7;16;13,5;15,2;13,5;9,7;14,9;16,4;13,4
Taquaruçu do Sul;4321329;-27,4004;-53,4703;18,8;14,9;8,1;11,8;8,5;11;12,5;11;5,6
Tavares;4321352;-31,2843;-51,088;9,3;8,5;5,2;5,7;12;15,1;6,3;10,1;16,3
Tenente Portela;4321402;-27,37109999999;-53,75849999999;10,3;13,4;6,7;4,9;7,6;4,4;16,2;17,3;22,3
Terra de Areia;4321436;-29,57819999999;-50,06439999999;17,8;14;23,6;11,7;23,4;14,7;9,1;23,8;21,3
Teutônia;4321451;-29,4482;-51,8044;10,7;16;8,6;11,4;14,6;18,8;19,7;19,3;14,1
Tio Hugo;4321469;-28,57404;-52,5949;19,6;19,8;16;16,7;26,3;21;13,3;11,4;17,9
Tiradentes do Sul;4321477;-27,4022;-54,0814;8,9;12,9;8;9,1;4;14,7;12,7;15,1;12,5
Toropi;4321493;-29,4782;-54,2244;14,8;15,4;7,8;4,3;0,9;4,2;13,3;6,7;9,8
Torres;4321501;-29,3334;-49,7333;19;15,6;15,6;9,5;14,7;16,1;11,9;15,9;19,9
Tramandaí;4321600;-29,9841;-50,13219999999;22,3;24;17,2;12,9;10,8;8,3;9,8;16,7;15,3
Travesseiro;4321626;-29,29769999999;-52,05319999999;13;1,4;-;-;0;0;5,1;0;8,2
Três Arroios;4321634;-27,50029999999;-52,14479999999;0,7;0,8;5,1;-;0;0;0;3,8;3,6
Três Cachoeiras;4321667;-29,44869999999;-49,9275;6,3;19,9;14,8;13,5;10,2;15,3;14,6;16,4;15,6
Três Coroas;4321709;-29,5137;-50,77389999999;19,6;29,1;17,1;8,6;12,3;12,9;22,7;18,3;27,7
